Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
POLLACK REHABILITATION CENTER,2313 TRUMAN AVENUE,PENSACOLA,32505,ESCAMBIA,"-87.24315720,30.45234338",16R DU 76655 68935,,,PRIVATE SCHOOL,-9711863.83490049,3561827.8935716124
SYLVAN LEARNING CENTER,520 PALM COAST PKWY ,PALM COAST ,32164,FLAGLER,"-81.24208333,29.55076347",17R MN 76547 69032,,,PRIVATE SCHOOL,-9043827.34703229,3445934.394900805
PALM COAST INTERCOASTAL,N ROBERTS RD,FLAGLER BEACH ,32136,FLAGLER,"-81.15383805,29.49611689",17R MN 85088 62963,,,PRIVATE SCHOOL,-9034003.92723255,3438943.4162166943
ST. ELIZABETH ANN SETON SCHOOL,4600 BELLE TERRE PKWY,PALM COAST,32164,FLAGLER,"-81.23328091,29.54735944",17R MN 77399 68653,,07-11-31-7025-RP V -0010,PRIVATE SCHOOL,-9042847.466027057,3445498.804164268
FIRST BAPTIST CHRISTIAN SCHOOL,46TH 9TH ST,APALACHICOLA,32320,FRANKLIN,"-84.98751245,29.72271037",16R FT 94657 89755,,01-09S-08W-8330-0039-0010,PRIVATE SCHOOL,-9460766.60920594,3467956.411670884
TALLAVANA CHRISTIAN SCHOOL,5840 HAVANA HIGHWAY ,HAVANA ,32333,GADSDEN,"-84.47141846,30.60736350",16R GU 42415 88813,,,PRIVATE SCHOOL,-9403315.289045978,3581862.1154844505
ROBERT F MUNROE DAY SCHOOL,91 OLD MT PLEASANT RD,QUINCY,32352,GADSDEN,"-84.69963888,30.65338054",16R GU 20425 93445,,2-14-3N-5W-0000-00441-0100,PRIVATE SCHOOL,-9428720.670912264,3587815.352172394
FAITH CHRISTIAN SCHOOL,801 20TH ST,PORT SAINT JOE,32456,GULF,"-85.28977491,29.79987941",16R FT 65289 97836,,05507-000R,PRIVATE SCHOOL,-9494414.313340127,3477852.0564668025
NORTH FLORIDA CHILD DEVELOPMENT CENTER,130 E RIVER RD,WEWHITCHKA,,GULF,"-85.19974491,30.10565342",16R FU 73460 31859,,,PRIVATE SCHOOL,-9484392.218977196,3517137.8473283197
BOWLING GREEN YOUTH ACADEMY,4705 US HWY 17 N,BOWLING GREEN,33834,HARDEE,"-81.82422466,27.63871945",17R ML 18689 57453,,04-33-25-0010-00011-0004,PRIVATE SCHOOL,-9108631.023415014,3203500.464205824
FLORIDA INSTITUTE FOR NEUROLOGICAL REHAB,1962 VANDOLAH ROAD,WAUCHULA, ,HARDEE,"-81.91147626,27.52465220",17R ML 09988 44878,,,PRIVATE SCHOOL,-9118343.82778957,3189174.4211529223
CLEWISTON CHRISTIAN SCHOOL,601 CARIBBEAN AVENUE ,CLEWISTON,33440,HENDRY,"-80.94076800,26.75882453",17R NK 05889 59724,,,PRIVATE SCHOOL,-9010285.078139715,3093372.2385148276
WEST HERNANDO CHRISTIAN SCHOOL,2250 OSOWAW BLVD,SPRING HILL,34607,HERNANDO,"-82.63722472,28.46018822",17R LM 39700 49273,,,PRIVATE SCHOOL,-9199133.775897825,3307117.864317901
NOTRE DAME CATHOLIC SCHOOL,1117 SUZANNE DRIVE,SPRING HILL,34607,HERNANDO,"-82.63614076,28.44788360",17R LM 39788 47908,,,PRIVATE SCHOOL,-9199013.110651318,3305559.92061455
WIDER HORIZONS SCHOOL,4060 CASTLE AVENUE,SPRING HILL,34609,HERNANDO,"-82.52548035,28.48910121",17R LM 50683 52332,,,PRIVATE SCHOOL,-9186694.45056325,3310779.3850276177
HERNANDO CHRISTIAN SCHOOL,7200 EMERSON RD,BROOKSVILLE,34601,HERNANDO,"-82.37409814,28.53427588",17R LM 65560 57159,,R35 422 19 0000 0060 0060,PRIVATE SCHOOL,-9169842.658987619,3316502.280137515
AMERICAN HERITAGE PRIVATE SCHOOL,116 DUNTY ROAD,LAKE PLACID,33582,HIGHLANDS,"-81.31339744,27.28392955",17R ML 68984 17922,,,PRIVATE SCHOOL,-9051765.997277075,3158989.99952476
KENILWORTH SCHOOL,2835 KENILWORTH BLVD,SEBRING,33870,HIGHLANDS,"-81.43785842,27.48531046",17R ML 56745 40265,,,PRIVATE SCHOOL,-9065620.930939656,3184236.8246324416
THE BROACH SCHOOL OF TAMPA,10512 N DALE MABRY HIGHWAY,TAMPA,33618,HILLSBOROUGH,"-82.50594806,28.04677550",17R LM 51985 03298,,,PRIVATE SCHOOL,-9184520.125478202,3254872.3910088544
INTERNATIONAL SCHOOL OF FLORIDA,7308 E FOWLER AVENUE,TAMPA,33617,HILLSBOROUGH,"-82.36746850,28.05500570",17R LM 65608 04050,,,PRIVATE SCHOOL,-9169104.65080051,3255910.52204491
ACADEMY OF MONTESSORI INTERNATIONAL, ,THONOTOSASSA, ,HILLSBOROUGH,"-82.28435886,28.13725809",17R LM 73873 13074,,,PRIVATE SCHOOL,-9159852.928392401,3266289.941335206
THE SALON PROFESSIONAL ACADEMY - TAMPA,4802 GUNN HWY SUITE 144,TAMPA,33624,HILLSBOROUGH,"-82.52490230,28.05121532",17R LM 50128 03813,,,PRIVATE SCHOOL,-9186630.101569414,3255432.405500114
HILLEL SCHOOL OF TAMPA,2020 W FLETCHER AVENUE,TAMPA,33613,HILLSBOROUGH,"-82.47809603,28.06781303",17R LM 54751 05596,,,PRIVATE SCHOOL,-9181419.6513505,3257526.1541650956
ACADEMY OF THE HOLY NAMES,3319 BAYSHORE BLVD,TAMPA,33629,HILLSBOROUGH,"-82.49275272,27.91487068",17R LL 53104 88668,,,PRIVATE SCHOOL,-9183051.226537703,3238245.1632701317
CENTER FOR EDUCATION SCHOOL OF THE ARTS,4408 GEORGE ROAD,TAMPA,33634,HILLSBOROUGH,"-82.55086896,27.98240838",17R LL 47479 96222,,,PRIVATE SCHOOL,-9189520.69711489,3246756.0701736184
MONTESSORI CASA DEI BAMBINI, ,THONOTOSASSA, ,HILLSBOROUGH,"-82.28924636,28.13495503",17R LM 73390 12823,,,PRIVATE SCHOOL,-9160397.002905935,3265999.2102970323
VILLA MADONNA,315 W COLUMBUS DRIVE,TAMPA,33602,HILLSBOROUGH,"-82.46506238,27.96761638",17R LL 55899 94479,,,PRIVATE SCHOOL,-9179968.752469683,3244891.5694434824
CHRIST OUR REDEEMER LUTHERAN SCHOOL,304 DRUID HILLS RD,TEMPLE TERRACE, ,HILLSBOROUGH,"-82.38872819,28.04432564",17R LM 63505 02890,,,PRIVATE SCHOOL,-9171471.268784381,3254563.3885576553
PROGRESS VILLAGE ACADEMY,8616 PROGRESS BLVD,TAMPA,33619,HILLSBOROUGH,"-82.35971632,27.90023284",17R LL 66179 86893,,,PRIVATE SCHOOL,-9168241.682369627,3236401.246607506
BERKELEY PREPARATORY SCHOOL,4811 KELLY ROAD,TAMPA,33615,HILLSBOROUGH,"-82.56411250,27.99003303",17R LL 46187 97083,,,PRIVATE SCHOOL,-9190994.961783165,3247717.241382422
EXCEL HIGH SCHOOL,2202 N WEST SHORE BLVD #200,TAMPA,33607,HILLSBOROUGH,"-82.52464666,27.96057913",17R LL 50028 93771,,,PRIVATE SCHOOL,-9186601.644183766,3244004.628094077
TAMPA PREPARATORY SCHOOL,727 W CASS STREET,TAMPA,33606,HILLSBOROUGH,"-82.46794717,27.95113813",17R LL 55593 92656,,,PRIVATE SCHOOL,-9180289.886108836,3242814.82157408
JESUIT HIGH SCHOOL OF TAMPA,4701 N HIMES AVENUE,TAMPA,33614,HILLSBOROUGH,"-82.49972732,27.98692199",17R LL 52515 96659,,,PRIVATE SCHOOL,-9183827.636074644,3247325.0515474626
TAMPA DAY SCHOOL,12606 HENDERSON ROAD ,TAMPA,33625,HILLSBOROUGH,"-82.55017873,28.05810484",17R LM 47653 04608,,,PRIVATE SCHOOL,-9189443.861405471,3256301.4571711365
BISHOP-ETON SCHOOL,5120 N MENDENHALL DRIVE ,TAMPA,33603,HILLSBOROUGH,"-82.47921392,27.99220609",17R LL 54540 97220,,,PRIVATE SCHOOL,-9181544.094140066,3247991.1908256426
INDEPENDENT DAY SCHOOL OF TAMPA,12015 ORANGE GROVE DRIVE,TAMPA,33618,HILLSBOROUGH,"-82.50005395,28.05652614",17R LM 52578 04371,,,PRIVATE SCHOOL,-9183863.995665383,3256102.3134470764
TAMPA CATHOLIC HIGH SCHOOL,4630 N ROME AVENUE,TAMPA,33603,HILLSBOROUGH,"-82.47573635,27.98553058",17R LL 54873 96476,,,PRIVATE SCHOOL,-9181156.973734112,3247149.649422043
CARROLLWOOD DAY SCHOOL,1515 W BEARSS AVENUE,TAMPA,33613,HILLSBOROUGH,"-82.47441286,28.09100255",17R LM 55145 08160,,,PRIVATE SCHOOL,-9181009.643452007,3260451.98105228
MORNING STAR CATHOLIC SCHOOL,302 EAST LINEBAUGH AVENUE,TAMPA,33612,HILLSBOROUGH,"-82.45700628,28.04114786",17R LM 56789 02616,,,PRIVATE SCHOOL,-9179071.951521946,3254162.58469167
CHRIST THE KING CATHOLIC SCHOOL,821 S DALE MABRY HWY,TAMPA,33609,HILLSBOROUGH,"-82.50648429,27.93507694",17R LL 51780 90923,,1829283QK000010000010A,PRIVATE SCHOOL,-9184579.81779037,3240790.940150818
INCARNATION CATHOLIC SCHOOL,5111 WEBB RD,TAMPA,33615,HILLSBOROUGH,"-82.57353910,27.99572554",17R LL 45268 97726,,172902ZZZ000000440000U,PRIVATE SCHOOL,-9192044.325940574,3248434.8886891077
VILLAGE OF EXCELLENCE ACADEMY,8718 N 46TH ST,TAMPA,33617,HILLSBOROUGH,"-82.41055935,28.03041482",17R LM 61341 01373,,19282143N000005000060A,PRIVATE SCHOOL,-9173901.502415854,3252808.9444381497
WILBESAN ACADEMY,2415 S 78TH ST,TAMPA,33619,HILLSBOROUGH,"-82.36924681,27.92503027",17R LL 65271 89651,,1929261PR000001000030U,PRIVATE SCHOOL,-9169302.612419147,3239525.1058355533
PROVIDENCE CHRISTIAN SCHOOL,5416 PROVIDENCE RD,RIVERVIEW,33569,HILLSBOROUGH,"-82.31796318,27.89758466",17R LL 70285 86555,,203004ZZZ000002797200U,PRIVATE SCHOOL,-9163593.74412391,3236067.6831192644
TRINITY UPPER SCHOOL (6-8),4807 N ARMENIA AVE,TAMPA,33603,HILLSBOROUGH,"-82.48355537,27.98912326",17R LL 54109 96884,,182902ZZZ000005430700A,PRIVATE SCHOOL,-9182027.382837813,3247602.5506316936
FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE,6400 E CHELSEA ST,TAMPA,33610,HILLSBOROUGH,"-82.38452892,27.98829721",17R LL 63847 96678,,192902ZZZ000001432200U,PRIVATE SCHOOL,-9171003.808350988,3247498.415071797
WALTON ACADEMY,4817 N FLORIDA AVE,TAMPA,33603,HILLSBOROUGH,"-82.45906587,27.98951736",17R LL 56518 96898,,1829014G8000002000160A,PRIVATE SCHOOL,-9179301.224454906,3247652.2323446446
LEARNING GATE COMMUNITY SCHOOL,16215 HANNA ROAD,LUTZ,33549,HILLSBOROUGH,"-82.45046280,28.10393803",17R LM 57515 09565,,192730ZZZ000001230100U,PRIVATE SCHOOL,-9178343.534617841,3262084.3286013645
MARY HELP OF CHRISTIANS SCHOOL,6400 E CHELSEA ST,TAMPA,33610,HILLSBOROUGH,"-82.38452892,27.98829721",17R LL 63847 96678,,192902ZZZ000001432200U,PRIVATE SCHOOL,-9171003.808350988,3247498.415071797
RICHARD MILBURN ACADEMY,1404 TECH BLVD,TAMPA,33619,HILLSBOROUGH,"-82.33017173,27.96539900",17R LL 69165 94081,,2029172DA000001000030U,PRIVATE SCHOOL,-9164952.794311618,3244612.0947779175
RE-BIRTH ACADEMY,1924 E COMANCHE AVE,TAMPA,33610,HILLSBOROUGH,"-82.43753787,27.99823005",17R LL 58646 97838,,19283147D000002000130A,PRIVATE SCHOOL,-9176904.738221519,3248750.6412991453
CITRUS PARK CHRISTIAN SCHOOL,7705 GUNN HWY,TAMPA,33625,HILLSBOROUGH,"-82.57270975,28.07905716",17R LM 45469 06958,,17280203V000048000011U,PRIVATE SCHOOL,-9191952.003250608,3258944.7493646434
METROPOLITAN MINISTRIES,2301 N TAMPA ST,TAMPA,33602,HILLSBOROUGH,"-82.45991286,27.96388667",17R LL 56401 94059,,1829134XZ000001000010A,PRIVATE SCHOOL,-9179395.510448674,3244421.487500308
SAINT LAWRENCE CATHOLIC SCHOOL,5221 N HIMES AVE,TAMPA,33614,HILLSBOROUGH,"-82.50016172,27.99394608",17R LL 52482 97438,,182903ZZZ000005440700A,PRIVATE SCHOOL,-9183875.993334979,3248210.549931351
RIVERSIDE ACADEMY,4004 N RIVERSIDE DR,TAMPA,33603,HILLSBOROUGH,"-82.47355470,27.98234646",17R LL 55083 96121,,182902ZZZ000005862500A,PRIVATE SCHOOL,-9180914.113309748,3246748.2643158035
CARL SAGAN ACADEMY,4610 E HANNA AVE,TAMPA,33610,HILLSBOROUGH,"-82.40640502,28.00418340",17R LL 61716 98462,,192833ZZZ000001398000U,PRIVATE SCHOOL,-9173439.044416815,3249501.23053595
SAINT EDWARD'S SCHOOL,1895 SAINT EDWARDS DRIVE,VERO BEACH,32963,INDIAN RIVER,"-80.33809798,27.59995641",17R NL 65319 53063,,,PRIVATE SCHOOL,-8943196.158017006,3198630.4275565064
SYLVAN LEARNING CENTER OF VERO BEACH,937 15TH PLACE,VERO BEACH,32960,INDIAN RIVER,"-80.39091229,27.62946528",17R NL 60091 56305,,,PRIVATE SCHOOL,-8949075.420216627,3202337.649735973
SHILOH CHRISTIAN ACADEMY,10655 ROSELAND ROAD,SEBASTIAN,32960,INDIAN RIVER,"-80.50183872,27.79235357",17R NL 49074 74300,,,PRIVATE SCHOOL,-8961423.69387162,3222819.459904262
ANDERSON ACADEMY,801 154TH AVENUE,VERO BEACH,32966,INDIAN RIVER,"-80.63165659,27.61742872",17R NL 36343 54878,,,PRIVATE SCHOOL,-8975874.953411633,3200825.3660404896
DAYSPRING CHRISTIAN ACADEMY,4685 MEADOWVIEW RD,MARIANNA,32446,JACKSON,"-85.20449783,30.79696895",16R FV 71785 08479,,,PRIVATE SCHOOL,-9484921.311564948,3606409.6728725983
THE MASTERS ACADEMY OF NW FLORIDA,2814 MCPHERSON STREET,MARIANNA,32448,JACKSON,"-85.23043531,30.76980892",16R FV 69350 05429,,,PRIVATE SCHOOL,-9487808.658442952,3602890.394821813
AUCILLA CHRISTIAN ACADEMY,7803 AUCILLA ROAD,MONTICELLO,32344,JEFFERSON,"-83.75867451,30.48255640",17R KP 35178 75494,,,PRIVATE SCHOOL,-9323972.996462926,3565730.004903249
SAINT PAULS CATHOLIC SCHOOL,1320 SUNSHINE AVE,LEESBURG,34748,LAKE,"-81.88596137,28.82006054",17R MM 13556 88372,,,PRIVATE SCHOOL,-9115503.52321695,3352763.6468371605
ADVENTURE CHRISTIAN ACADEMY,12549 LANE PARK CUTOFF ,TAVARES,32778,LAKE,"-81.74781393,28.77249740",17R MM 27002 83010,,,PRIVATE SCHOOL,-9100125.019696068,3346721.7942272313
MT DORA GATEWAY CHRISTIAN SCHOOL,18440 US HWY 441 ,MT DORA,32757,LAKE,"-81.65230902,28.82342780",17R MM 36356 88597,,,PRIVATE SCHOOL,-9089493.46242025,3353191.4882415133
WHITE STONE SCHOOL,1008 CABALLO RD,LEESBURG,34748,LAKE,"-81.90758857,28.79972474",17R MM 11429 86135,,,PRIVATE SCHOOL,-9117911.051346712,3350180.0931863263
INSTITUTE FOR EARLY CHILDHOOD EDUCATION,1732 N DONNELLY ST,MOUNT DORA,32757,LAKE,"-81.64458977,28.81210045",17R MM 37103 87338,,,PRIVATE SCHOOL,-9088634.158960247,3351752.300174558
LAKESIDE ACADEMY,326 S BAY ST,EUSTIS,32757,LAKE,"-81.68584575,28.84942422",17R MM 33101 91496,,,PRIVATE SCHOOL,-9093226.753407767,3356495.0354857645
"CAREER, ADULT, & COMMUNITY EDUCATION CENTER",525 GEORGIA AVENUE,HOWEY IN THE HILLS,34737,LAKE,"-81.77885160,28.71647415",17R MM 23932 76822,,,PRIVATE SCHOOL,-9103580.117251363,3339608.8017278058
GREEN ISLE CHILDRENS RANCH SCHOOL,13435 GREEN ISLE TER,CLERMONT,34711,LAKE,"-81.83844090,28.54239615",17R MM 17977 57575,,,PRIVATE SCHOOL,-9110213.568486867,3317531.246803586
LAKE COUNTY PREP ACADEMY,922 N GROVE STREET,EUSTIS,32726,LAKE,"-81.68423790,28.86283789",17R MM 33266 92981,,,PRIVATE SCHOOL,-9093047.768884443,3358199.927896979
WOODLANDS LUTHERAN PRESCHOOL,15333 COUNTY ROAD 455,MONTVERDE,34756,LAKE,"-81.68967894,28.57030899",17R MM 32548 60575,,,PRIVATE SCHOOL,-9093653.462930894,3321068.848311374
CARLTON PALMS EDUCATIONAL CENTER,28308 CHURCHHILL SMITH LN,MT DORA,32757,LAKE,"-81.66683459,28.75842110",17R MM 34899 81403,,,PRIVATE SCHOOL,-9091110.440757282,3344934.238283438
BLUE LAKE ACADEMY,3551 E ORANGE AVE,EUSTIS,32736,LAKE,"-81.64599195,28.85478250",17R MM 36991 92068,,,PRIVATE SCHOOL,-9088790.249521062,3357176.05255379
MONTESSORI NEST & CHILDRENS HOUSE,500 S CLAYTON ST,MT DORA,32757,LAKE,"-81.63791864,28.79336872",17R MM 37742 85259,,,PRIVATE SCHOOL,-9087891.532547807,3349372.697938683
REDEEMER CHRISTIAN ACADEMY,25815 ARUNDEL WY,SORRENTO,32776,LAKE,"-81.53095776,28.83619464",17R MM 48203 89953,,,PRIVATE SCHOOL,-9075984.702097984,3354813.7570571424
FOREST LAKE ACADEMY,4619 SUNNYSIDE DR,FRUITLAND PARK,34731,LAKE,"-81.87640459,28.88535772",17R MM 14542 95600,,,PRIVATE SCHOOL,-9114439.66728259,3361062.7170460857
NEW HOPE CHRISTIAN ACADEMY,105 E BAKER ST,MONTVERDE,34756,LAKE,"-81.74660886,28.57415117",17R MM 26983 61034,,,PRIVATE SCHOOL,-9099990.87226151,3321555.8692350723
FAMILY CHRISTIAN SCHOOL,2500 N US HWY 27 ,CLERMONT,34712,LAKE,"-81.73768632,28.53428609",17R MM 27828 56612,,,PRIVATE SCHOOL,-9098997.61958567,3316503.5734388437
RCMA MIGRANT CENTER,125 WEST MYERS BOULEVARD,GROVELAND,34736,LAKE,"-81.89113318,28.57829082",17R MM 12851 61589,,,PRIVATE SCHOOL,-9116079.246259686,3322080.6169926906
GOLD MEDAL HONORS ACADEMY,38832 ILEX TRL,EUSTIS,32736,LAKE,"-81.41079211,28.91353895",17R MM 59955 98475,,,PRIVATE SCHOOL,-9062607.922915453,3364646.0760072735
FAITH LUTHERAN SCHOOL,2727 S GROVE ST,EUSTIS,32726,LAKE,"-81.68168679,28.82775987",17R MM 33493 89093,,,PRIVATE SCHOOL,-9092763.78074038,3353741.937208983
CHRISTIAN HOME & BIBLE SCHOOL,301 W 13TH AVE,MOUNT DORA,32757,LAKE,"-81.64780021,28.80880091",17R MM 36787 86974,,,PRIVATE SCHOOL,-9088991.543957382,3351333.1092678183
PRAISE TEMPLE CHRISTIAN ACADEMY,5910 BIBLE CAMP RD,GROVELAND,34736,LAKE,"-81.85828151,28.57414933",17R MM 16061 61107,,,PRIVATE SCHOOL,-9112422.214398248,3321555.6363405297
NATIONAL DEAF ACADEMY,19650 US HIGHWAY 441 BLDG 2/3A,MOUNT DORA, ,LAKE,"-81.63333566,28.81675196",17R MM 38203 87848,,,PRIVATE SCHOOL,-9087381.356906068,3352343.2754492937
LIVING WORD ACADEMY,19624 QUAILS NEST RUN ,UMATILLA,32784,LAKE,"-81.63265591,28.90428239",17R MM 38322 97545,,,PRIVATE SCHOOL,-9087305.687562548,3363468.9595552646
FIRST ACADEMY,219 N 13TH ST,LEESBURG,34748,LAKE,"-81.88552834,28.81368663",17R MM 13593 87665,,,PRIVATE SCHOOL,-9115455.318683416,3351953.8221228933
ORLANDO CHRISTIAN SCHOOL,100 N GRAND HWY,CLERMONT,34711,LAKE,"-81.74076116,28.56434909",17R MM 27548 59944,,,PRIVATE SCHOOL,-9099339.909639364,3320313.427106857
LOGOS CHRISTIAN ACADEMY,828 E 7TH AVE,MT DORA,32757,LAKE,"-81.63692363,28.80190443",17R MM 37845 86205,,,PRIVATE SCHOOL,-9087780.768777618,3350456.9863640205
HOLY TRINITY EPISCOPAL SCHOOL,2201 SPRING LAKE RD,FRUITLAND PARK,34731,LAKE,"-81.91712477,28.87658642",17R MM 10564 94658,,331824000300003300,PRIVATE SCHOOL,-9118972.616977176,3359947.6094460534
TAVARES CHRISTIAN SCHOOL,3701 N EICHELBERGER ROAD,TAVARES,32778,LAKE,"-81.75326218,28.76794544",17R MM 26467 82509,,,PRIVATE SCHOOL,-9100731.516111558,3346143.712486778
CHRISTIAN HOME & BIBLE SCHOOL,304 W 13TH AVE,MT DORA,32757,LAKE,"-81.64628854,28.80949332",17R MM 36935 87050,,,PRIVATE SCHOOL,-9088823.264899846,3351421.0753481896
LAKE MONTESSORI SCHOOL,415 N LEE ST,LEESBURG,34748,LAKE,"-81.88049777,28.81565126",17R MM 14086 87879,,,PRIVATE SCHOOL,-9114895.317239955,3352203.4290535995
HORIZONS PRIVATE SCHOOL,11332 LOCKWOOD STREET,LEESBURG,34788,LAKE,"-81.76855928,28.84654011",17R MM 25030 91226,,,PRIVATE SCHOOL,-9102434.381393338,3356128.491388741
LIBERTY CHRISTIAN ACADEMY,2451 DORA AVE,TAVARES,32778,LAKE,"-81.70292603,28.81912695",17R MM 31415 88149,,,PRIVATE SCHOOL,-9095128.122305788,3352645.0283714277
MONTVERDE ACADEMY,17235 7TH ST,MONTVERDE,34756,LAKE,"-81.67414700,28.59763985",17R MM 34084 63594,,,PRIVATE SCHOOL,-9091924.455011817,3324533.6003544065
CITRUS HEIGHTS ACADEMY,404 N GRAND HWY,CLERMONT,34711,LAKE,"-81.73929695,28.56441125",17R MM 27691 59950,,,PRIVATE SCHOOL,-9099176.913929988,3320321.3049765555
EAGLES NEST PRIVATE SCHOOL,1124 SUNSHINE AVENUE,LEESBURG,34748,LAKE,"-81.88272103,28.81621731",17R MM 13869 87944,,,PRIVATE SCHOOL,-9115142.80941499,3352275.3470588964
SYLVAN LEARNING CENTER,1928 SALK AVE,TAVARES,32778,LAKE,"-81.71238034,28.82021779",17R MM 30493 88275,,,PRIVATE SCHOOL,-9096180.570772544,3352783.6267681634
A WEE PROMISE CHRISTIAN SCHOOL,8400 CYPRESS LAKE DR,FORT MYERS,33919,LEE,"-81.89393488,26.54671377",17R MK 10953 36541,,,PRIVATE SCHOOL,-9116391.129948184,3066952.8737260583
COVENANT COMMUNITY ACADEMY,940 TARPON ST,FORT MYERS,33916,LEE,"-81.84633331,26.65912137",17R MK 15777 48959,,,PRIVATE SCHOOL,-9111092.14712427,3080947.639927183
MT HERMON CHRISTIAN SCHOOL,2915 DOUGLAS AVE,FORT MYERS,33916,LEE,"-81.85402526,26.64044594",17R MK 14998 46896,,,PRIVATE SCHOOL,-9111948.410925386,3078621.592514274
EVANGELICAL CHRISTIAN SCHOOL,8237 BEACON BLVD,FORT MYERS,33907,LEE,"-81.86161146,26.57486519",17R MK 14193 39637,,,PRIVATE SCHOOL,-9112792.902968012,3070456.440004621
LEE COUNTY INDEPENDENT PRIVATE SCHOOLS/CURRICULUM SERVICES,26801 PINE AVE,BONITA SPRINGS,34135,LEE,"-81.78285571,26.34837971",17R MK 21884 14502,,,PRIVATE SCHOOL,-9104025.853398206,3042293.636217691
NEW GRACE COMMUNITY SCHOOL,2932 SKYLINE BLVD,CAPE CORAL,33914,LEE,"-81.99138402,26.59734377",17R MK 01288 42221,,,PRIVATE SCHOOL,-9127239.11837965,3073254.615295671
CANTERBURY SCHOOL,8141 COLLEGE PKWY,FORT MYERS,33919,LEE,"-81.88998919,26.55519102",17R MK 11352 37477,,,PRIVATE SCHOOL,-9115951.897837142,3068007.8143120967
GUNNERY ROAD CHRISTIAN ACADEMY,1880 GUNNERY RD N,LEHIGH ACRES,33971,LEE,"-81.71690116,26.63982139",17R MK 28646 46743,,,PRIVATE SCHOOL,-9096683.826010566,3078543.809801533
GRACE COMMUNITY SCHOOL,871 MIRAMAR ST,CAPE CORAL,33904,LEE,"-81.95479532,26.56109418",17R MK 04902 38178,,,PRIVATE SCHOOL,-9123166.082572391,3068742.470404526
FLORIDA CHRISTIAN INSTITUTE,2830 WINKLER AVE,FORT MYERS,33916,LEE,"-81.85409862,26.60373456",17R MK 14963 42830,,,PRIVATE SCHOOL,-9111956.577455172,3074050.2532415227
HIBERNIAN PRIVATE SCHOOL,1950 CLAYTON CT,FORT MYERS,33907,LEE,"-81.87316164,26.58433413",17R MK 13050 40694,,,PRIVATE SCHOOL,-9114078.663855115,3071635.0848258724
EDISON PREPARATORY SCHOOL,2250 BROADWAY,FORT MYERS,33901,LEE,"-81.86919734,26.63577486",17R MK 13484 46389,,244424P1008020110,PRIVATE SCHOOL,-9113637.359922351,3078039.8622041647
CLASSICAL CHRISTIAN ACADEMY,7300 SAMVILLE RD,NORTH FORT MYERS,33917,LEE,"-81.84033412,26.70985491",17R MK 16411 54575,,29432500000010000,PRIVATE SCHOOL,-9110424.320586316,3087268.4854632136
CAPE CORAL CHRISTIAN SCHOOL,811 SANTA BARBARA BLVD,CAPE CORAL,33990,LEE,"-81.97371940,26.63691451",17R MK 03081 46590,,244423C1000010040,PRIVATE SCHOOL,-9125272.702398183,3078181.7909546243
BISHOP VEROT CATHOLIC HIGH SCHOOL,5598 SUNRISE DR,FORT MYERS,33907,LEE,"-81.88561761,26.58863617",17R MK 11813 41179,,,PRIVATE SCHOOL,-9115465.255297828,3072170.611779994
PROVIDENCE CHRISTIAN SCHOOL,701 MOHAWK PKWY,CAPE CORAL,33914,LEE,"-81.98893789,26.57856648",17R MK 01516 40139,,,PRIVATE SCHOOL,-9126966.816150066,3070917.1455517653
FIRST BAPTIST CHURCH OF ALVA SCHOOL,2790 JOEL BLVD,ALVA, ,LEE,"-81.60043492,26.70106133",17R MK 40270 53466,,,PRIVATE SCHOOL,-9083718.864225954,3086172.6998042837
NEW HOPE CHRISTIAN SCHOOL,17181 TARPON WAY,NORTH FORT MYERS,33917,LEE,"-81.80195322,26.71425706",17R MK 20232 55038,,,PRIVATE SCHOOL,-9106151.778540809,3087817.0787407244
LIBERTY INTERNATIONAL SCHOOL OF FORT MYERS,"1361 ROYAL PALM SQ BLVD, STE 7",FORT MYERS,33919,LEE,"-81.88983493,26.59404467",17R MK 11397 41781,,,PRIVATE SCHOOL,-9115934.725746501,3072843.903577614
ST. FRANCIS XAVIER CATHOLIC SCHOOL,2045 HEITMAN ST,FORT MYERS,33901,LEE,"-81.87113017,26.63910191",17R MK 13294 46759,,,PRIVATE SCHOOL,-9113852.52111445,3078454.2063951893
TRINITY LUTHERAN SCHOOL,706 SW 6TH AVE,CAPE CORAL,33991,LEE,"-81.98795729,26.63795831",17R MK 01664 46716,,,PRIVATE SCHOOL,-9126857.656907855,3078311.783587119
BELZ SCHOOL - CAPE CORAL,4403 SE 16TH PL,CAPE CORAL,33904,LEE,"-81.94214619,26.57044900",17R MK 06169 39205,,,PRIVATE SCHOOL,-9121757.988863911,3069906.7700883006
WILOSTAR3D ACADEMY,9200-9240 BONITA BEACH RD SE,BONITA SPRINGS,34135,LEE,"-81.79772235,26.33202113",17R MK 20389 12699,,,PRIVATE SCHOOL,-9105680.799555708,3040261.634766307
DYANU INDEPENDENT PRIVATE SCHOOL,16520 S TAMIAMI TRL,FORT MYERS,33908,LEE,"-81.85710842,26.50056713",17R MK 14587 31405,,,PRIVATE SCHOOL,-9112291.627566213,3061211.583746478
