Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,x,y
THE VILLAGES DEPT OF PUBLIC SAFETY,8013 E COUNTY ROAD 466,THE VILLAGES,32159,SUMTER,"-81.97071085,28.91958084",17R MM 05377 99463,COUNTY,D13=014,EMERGENCY MEDICAL SERVICE,-9124937.79211955,3365414.4540603566
SUWANNEE FIRE RESCUE,13530 80TH TER,LIVE OAK,32060,SUWANNEE,"-83.02688864,30.30312669",17R LP 05088 54115,COUNTY,2102S13E05267000000,EMERGENCY MEDICAL SERVICE,-9242510.965761555,3542573.765531436
DOCTORS MEMORIAL HOSPITAL EMS,333 N BYRON BUTLER  PKWY,PERRY,32348,TAYLOR,"-83.59324910,30.12008806",17R KP 50146 34930,PRIVATE,23040703141000,EMERGENCY MEDICAL SERVICE,-9305557.923077015,3518995.4021139564
UNION COUNTY EMS,550 SE 6TH ST,LAKE BUTLER,32054,UNION,"-82.33136625,30.01809990",17R LP 71610 21537,COUNTY,32-05-20-22-010-0010-0,EMERGENCY MEDICAL SERVICE,-9165085.767322939,3505876.629508202
MASSAIR FLIGHT SVC INC AMB,635 S AIRPARK RD,EDGEWATER,32132,VOLUSIA,"-80.92570578,28.97748514",17R NN 07237 05493,PRIVATE,34183807030080,EMERGENCY MEDICAL SERVICE,-9008608.359523505,3372780.7097678245
EDGEWATER DEPT OF FIRE RESCUE,1605 S RIDGEWOOD AVE,EDGEWATER,32132,VOLUSIA,"-80.89737766,28.97601422",17R NN 09997 05332,MUNICIPAL,34180232000010,EMERGENCY MEDICAL SERVICE,-9005454.887074701,3372593.5360660264
ORANGE CITY FIRE/RESCUE,215 N HOLLY AVE,ORANGE CITY,32763,VOLUSIA,"-81.29817062,28.95021477",17R MN 70944 02506,MUNICIPAL,30180212000400,EMERGENCY MEDICAL SERVICE,-9050070.956067825,3369311.0150067285
PORT ORANGE DEPT FIRE/RESC-AIRPORT RD,6701 AIRPORT RD,PORT ORANGE,32128,VOLUSIA,"-81.03818338,29.06812610",17R MN 96283 15534,MUNICIPAL,33163100000025,EMERGENCY MEDICAL SERVICE,-9021129.308577947,3384319.822027787
HOLLY HILL FIRE RESCUE,1020 DAYTONA AVE,DAYTONA BEACH,32117,VOLUSIA,"-81.03830863,29.24350375",17R MN 96277 34964,MUNICIPAL,32143505070110,EMERGENCY MEDICAL SERVICE,-9021143.250936769,3406675.2632133
S DAYTONA FIRE DEPT 1ST RESP,1672 S RIDGEWOOD AVE,DAYTONA BEACH,32119,VOLUSIA,"-81.00829571,29.18076795",17R MN 99193 28013,MUNICIPAL,33154401030010,EMERGENCY MEDICAL SERVICE,-9017802.228825549,3398673.925020519
PONCE INLET FIRE RESCUE,4680 S PENINSULA DR,PORT ORANGE,32127,VOLUSIA,"-80.94096359,29.09868767",17R NN 05744 18920,MUNICIPAL,34161901000071,EMERGENCY MEDICAL SERVICE,-9010306.851410508,3388212.7702109804
PORT ORANGE DEPT FIRE/RESC-TRAILWOOD,6027 CENTRAL PARK BOULEVARD ,PORT ORANGE,32127,VOLUSIA,"-80.99237870,29.09282880",17R NN 00741 18270,MUNICIPAL,33162202000010,EMERGENCY MEDICAL SERVICE,-9016030.354592811,3387466.3748082533
PORT ORANGE DEPT FIRE/RESC-RIDGEWOOD,4200 RIDGEWOOD AVE,PORT ORANGE,32127,VOLUSIA,"-80.98634584,29.14069373",17R NN 01328 23573,MUNICIPAL,33164108000010,EMERGENCY MEDICAL SERVICE,-9015358.780296577,3393565.4108914086
PORT ORANGE DEPT OF FIRE/RESCUE,1090 CITY CENTER BLVD,PORT ORANGE,32129,VOLUSIA,"-81.02356714,29.12541007",17R MN 97707 21880,MUNICIPAL,33160800050013,EMERGENCY MEDICAL SERVICE,-9019502.236649776,3391617.6304956437
DELTONA FIRE/RESC STA 61,1685 PROVIDENCE BLVD,DELTONA,32725,VOLUSIA,"-81.22585290,28.90629005",17R MM 77982 97624,MUNICIPAL,31183014000020,EMERGENCY MEDICAL SERVICE,-9042020.583996281,3363724.255806073
DAYTONA BCH FIRE DEPT,301 S BEACH ST,DAYTONA BEACH,32114,VOLUSIA,"-81.01696743,29.20824606",17R MN 98350 31057,MUNICIPAL,33153906000031,EMERGENCY MEDICAL SERVICE,-9018767.559540233,3402177.886018226
EDGEWATER FIRE RESCUE ST 57,2628 HIBISCUS DR,EDGEWATER,32141,VOLUSIA,"-80.89580477,28.95389765",17R NN 10153 02882,MUNICIPAL,34180201068010,EMERGENCY MEDICAL SERVICE,-9005279.793905882,3369779.5461176476
NEW SMYRNA BCH FIRE DEPT,1400 STATE ROAD 44,NEW SMYRNA BEACH,32168,VOLUSIA,"-80.93752830,29.01596960",17R NN 06083 09756,MUNICIPAL,34174133050030,EMERGENCY MEDICAL SERVICE,-9009924.436064983,3377678.7646425306
EVAC AMBULANCE SERVICE,112 CARSWELL AVE,DAYTONA BEACH,32117,VOLUSIA,"-81.03341705,29.22596805",17R MN 96752 33021,COUNTY,32144401340050,EMERGENCY MEDICAL SERVICE,-9020598.723523812,3404438.261873571
WAKULLA CO AMBULANCE SERVICE,318 TRICE LN,CRAWFORDVILLE,32327,WAKULLA,"-84.36510630,30.18555284",16R GU 53699 42280,COUNTY,00-00-076-000-10257-031,EMERGENCY MEDICAL SERVICE,-9391480.674297543,3527423.2986104437
MEDART VFD,48 MEDART VFD LN,CRAWFORDVILLE,32327,WAKULLA,"-84.38789790,30.09069128",16R GU 51745 31713,COUNTY,36-4S-02W-000-02411-001,EMERGENCY MEDICAL SERVICE,-9394017.823330125,3515212.6965617323
ST MARKS VFD,32 SHELL ISLAND RD,SAINT MARKS,32355,WAKULLA,"-84.20774282,30.16116792",16R GU 68923 39938,COUNTY,02-4S-01E-000-05625-001,EMERGENCY MEDICAL SERVICE,-9373963.051673705,3524283.3440244617
WALTON COUNTY FIRE-RESCUE ST 2,11200 US HWY 331 S,DEFUNIAK SPRINGS,32433,WALTON,"-86.24971777,30.86075949",16R EV 71731 14411,COUNTY,09-4N-20-29000-007-0000,EMERGENCY MEDICAL SERVICE,-9601274.663640028,3614679.284307289
WALTON COUNTY FIRE-RESCUE ST 3,60 COUNTY ROAD 181 E,DEFUNIAK SPRINGS,32433,WALTON,"-86.13480307,30.97055828",16R EV 82623 26660,COUNTY,33-6N-19-22010-00M-0040,EMERGENCY MEDICAL SERVICE,-9588482.417767785,3628926.1652113493
WALTON COUNTY FIRE-RESCUE HQ,63 BOPETE MANOR RD,DEFUNIAK SPRINGS,32435,WALTON,"-86.09360082,30.72438009",16R EU 86779 99407,COUNTY,25-3N-19-19070-001-5460,EMERGENCY MEDICAL SERVICE,-9583895.804277843,3597006.1444747304
WALTON COUNTY FIRE-RESCUE ST 11A,1700 COUNTY HIGHWAY 1087,DEFUNIAK SPRINGS,32433,WALTON,"-86.30612097,30.75990901",16R EV 66408 03199,COUNTY,13-3N-21-37000-002-0000,EMERGENCY MEDICAL SERVICE,-9607553.438465778,3601607.854865876
WALTON COUNTY FIRE-RESCUE ST 1,113 WEBSTER LN,LAUREL HILL,32567,WALTON,"-86.30297376,30.96925222",16R EV 66564 26402,COUNTY,01-5N-21-39000-007-0000,EMERGENCY MEDICAL SERVICE,-9607203.092470253,3628756.6026730505
WALTON COUNTY FIRE-RESCUE ST 8,7958 STATE HWY 81 S,PONCE DE LEON,32455,WALTON,"-85.94346627,30.58905636",16R FU 01295 84535,COUNTY,09-2N-17-05000-012-0010,EMERGENCY MEDICAL SERVICE,-9567182.902325299,3579494.502451264
WALTON COUNTY FIRE-RESCUE ST 4,49 S DAVIS LN,DEFUNIAK SPRINGS,32435,WALTON,"-86.09305034,30.72462329",16R EU 86832 99435,COUNTY,25-3N-19-19070-001-5460,EMERGENCY MEDICAL SERVICE,-9583834.52491213,3597037.6386821824
WALTON COUNTY FIRE-RESCUE ST 6,5966 COUNTY ROAD 1883,PONCE DE LEON,32455,WALTON,"-86.05642684,30.83597501",16R EV 90234 11804,COUNTY,20-4N-18-11000-005-0000,EMERGENCY MEDICAL SERVICE,-9579757.615708705,3611465.6474792175
CHIPLEY EMS,1360 BRICKYARD RD,CHIPLEY,32428,WASHINGTON,"-85.54289060,30.76553747",16R FV 39450 04525,,,EMERGENCY MEDICAL SERVICE,-9522591.022040525,3602337.0096035874
WASHINGTON COUNTY EMS - CHIPLEY STATION,818 3RD STREET,CHIPLEY,32428,WASHINGTON,"-85.54403954,30.77103070",16R FV 39333 05132,,,EMERGENCY MEDICAL SERVICE,-9522718.921812821,3603048.6865568054
WASHINGTON CO EMS - VERNON STATION,3199 MOSS HILL RD,VERNON,32462,WASHINGTON,"-85.69336988,30.61162661",16R FU 25246 87289,COUNTY,00000000-00-4182-0003,EMERGENCY MEDICAL SERVICE,-9539342.299796056,3582413.516018685
