,CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude,TTL_BEDS,hf_Longitude,hf_Latitude
3900,DOVER,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.21024878,27.99079131",-82.21024878,27.99079131,,,,,,,,,
3901,DOVER,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.21086739,27.98922767",-82.21086739,27.98922767,,,,,,,,,
3902,LITHIA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.23246724,27.84926755",-82.23246724,27.84926755,,,,,,,,,
3903,LITHIA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.20596777,27.85948263",-82.20596777,27.85948263,,,,,,,,,
3904,LITHIA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.14707404,27.84894272",-82.14707404,27.84894272,,,,,,,,,
3905,LITHIA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.21910443,27.84223085",-82.21910443,27.84223085,,,,,,,,,
3906,LITHIA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.20673686,27.85658560",-82.20673686,27.85658560,,,,,,,,,
3907,WIMAUMA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.30166502,27.71006582",-82.30166502,27.71006582,,,,,,,,,
3908,WIMAUMA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.32128635,27.65428584",-82.32128635,27.65428584,,,,,,,,,
3909,WIMAUMA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.36142006,27.66327573",-82.36142006,27.66327573,,,,,,,,,
3910,WIMAUMA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.36096544,27.66359605",-82.36096544,27.66359605,,,,,,,,,
3911,WIMAUMA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.32057121,27.71738691",-82.32057121,27.71738691,,,,,,,,,
3912,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53281420,28.16116541",-82.53281420,28.16116541,,,,,,,,,
3913,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.44779998,28.12710000",-82.44779998,28.12710000,,,,,,,,,
3914,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.43999999,28.08090002",-82.43999999,28.08090002,,,,,,,,,
3915,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.46245588,28.13265802",-82.46245588,28.13265802,,,,,,,,,
3916,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.45902562,28.14728685",-82.45902562,28.14728685,,,,,,,,,
3917,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.50530000,28.13819998",-82.50530000,28.13819998,,,,,,,,,
3918,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.46243980,28.13265163",-82.46243980,28.13265163,,,,,,,,,
3919,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53385506,28.15879143",-82.53385506,28.15879143,,,,,,,,,
3920,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53131159,28.15669064",-82.53131159,28.15669064,,,,,,,,,
3921,LUTZ,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.45046280,28.10393803",-82.45046280,28.10393803,,,,,,,,,
3922,TEMPLE TERRACE,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.39451323,28.04394171",-82.39451323,28.04394171,,,,,,,,,
3923,TEMPLE TERRACE,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.38872819,28.04432564",-82.38872819,28.04432564,,,,,,,,,
3924,THONOTOSASSA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.32655812,28.05179188",-82.32655812,28.05179188,,,,,,,,,
3925,THONOTOSASSA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34409616,28.05529955",-82.34409616,28.05529955,,,,,,,,,
3926,THONOTOSASSA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.31170001,28.05149999",-82.31170001,28.05149999,,,,,,,,,
3927,THONOTOSASSA,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.32508345,28.04699509",-82.32508345,28.04699509,,,,,,,,,
3928,APOLLO BEACH,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.40200001,27.77490000",-82.40200001,27.77490000,,,,,,,,,
3929,APOLLO BEACH,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.36915133,27.78122257",-82.36915133,27.78122257,,,,,,,,,
3930,VALRICO,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.22320620,27.87772765",-82.22320620,27.87772765,,,,,,,,,
3931,VALRICO,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.24369628,27.92978770",-82.24369628,27.92978770,,,,,,,,,
3932,VALRICO,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.24150000,27.91410002",-82.24150000,27.91410002,,,,,,,,,
3933,VALRICO,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.24056822,27.87478795",-82.24056822,27.87478795,,,,,,,,,
3934,VALRICO,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.23010077,27.90716908",-82.23010077,27.90716908,,,,,,,,,
3935,VALRICO,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.25526640,27.89492110",-82.25526640,27.89492110,,,,,,,,,
3936,VALRICO,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.24884658,27.88828931",-82.24884658,27.88828931,,,,,,,,,
3937,SUN CITY CENTER,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.36957147,27.73985234",-82.36957147,27.73985234,,,,,,,,,
3938,SUN CITY CENTER,HILLSBOROUGH,,,,PUBLIC SCHOOL,,,,,,,,,"-82.36733762,27.73974844",-82.36733762,27.73974844,,,,,,,,,
3939,GRACEVILLE,HOLMES,,,,PUBLIC SCHOOL,,,,,,,,,"-85.57544777,30.95418441",-85.57544777,30.95418441,,,,,,,,,
3940,PONCE DE LEON,HOLMES,,,,PUBLIC SCHOOL,,,,,,,,,"-85.95881288,30.74164648",-85.95881288,30.74164648,,,,,,,,,
3941,PONCE DE LEON,HOLMES,,,,PUBLIC SCHOOL,,,,,,,,,"-85.95953266,30.74481025",-85.95953266,30.74481025,,,,,,,,,
3942,BONIFAY,HOLMES,,,,PUBLIC SCHOOL,,,,,,,,,"-85.69380543,30.78603975",-85.69380543,30.78603975,,,,,,,,,
3943,BONIFAY,HOLMES,,,,PUBLIC SCHOOL,,,,,,,,,"-85.68324831,30.79447693",-85.68324831,30.79447693,,,,,,,,,
3944,BONIFAY,HOLMES,,,,PUBLIC SCHOOL,,,,,,,,,"-85.67187928,30.79246382",-85.67187928,30.79246382,,,,,,,,,
3945,BONIFAY,HOLMES,,,,PUBLIC SCHOOL,,,,,,,,,"-85.68288606,30.80486912",-85.68288606,30.80486912,,,,,,,,,
3946,BONIFAY,HOLMES,,,,PUBLIC SCHOOL,,,,,,,,,"-85.73849999,30.92580001",-85.73849999,30.92580001,,,,,,,,,
3947,FELLSMERE,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60460519,27.76981020",-80.60460519,27.76981020,,,,,,,,,
3948,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.42306486,27.67014580",-80.42306486,27.67014580,,,,,,,,,
3949,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.46630538,27.74256044",-80.46630538,27.74256044,,,,,,,,,
3950,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.40482886,27.64491296",-80.40482886,27.64491296,,,,,,,,,
3951,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.45173671,27.61190606",-80.45173671,27.61190606,,,,,,,,,
3952,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.40012282,27.63592700",-80.40012282,27.63592700,,,,,,,,,
3953,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.40362584,27.58248710",-80.40362584,27.58248710,,,,,,,,,
3954,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.43721163,27.61804643",-80.43721163,27.61804643,,,,,,,,,
3955,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.41373129,27.67809436",-80.41373129,27.67809436,,,,,,,,,
3956,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.40312629,27.62467741",-80.40312629,27.62467741,,,,,,,,,
3957,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.40482886,27.64491296",-80.40482886,27.64491296,,,,,,,,,
3958,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.42035189,27.71454376",-80.42035189,27.71454376,,,,,,,,,
3959,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.45179680,27.63300949",-80.45179680,27.63300949,,,,,,,,,
3960,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.36570627,27.65429831",-80.36570627,27.65429831,,,,,,,,,
3961,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.42862354,27.67236564",-80.42862354,27.67236564,,,,,,,,,
3962,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.50880474,27.74742149",-80.50880474,27.74742149,,,,,,,,,
3963,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.39084576,27.56820993",-80.39084576,27.56820993,,,,,,,,,
3964,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.42550002,27.63179999",-80.42550002,27.63179999,,,,,,,,,
3965,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.40415603,27.62997824",-80.40415603,27.62997824,,,,,,,,,
3966,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.38400001,27.56830002",-80.38400001,27.56830002,,,,,,,,,
3967,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.40407086,27.59588961",-80.40407086,27.59588961,,,,,,,,,
3968,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.41529999,27.60800000",-80.41529999,27.60800000,,,,,,,,,
3969,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.45115000,27.63389988",-80.45115000,27.63389988,,,,,,,,,
3970,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.40482886,27.64491296",-80.40482886,27.64491296,,,,,,,,,
3971,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.45662626,27.69895131",-80.45662626,27.69895131,,,,,,,,,
3972,VERO BEACH,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.41386139,27.67617597",-80.41386139,27.67617597,,,,,,,,,
3973,SEBASTIAN,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.51354183,27.75784753",-80.51354183,27.75784753,,,,,,,,,
3974,SEBASTIAN,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.46316416,27.76292867",-80.46316416,27.76292867,,,,,,,,,
3975,SEBASTIAN,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.47686180,27.80415584",-80.47686180,27.80415584,,,,,,,,,
3976,SEBASTIAN,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.43836366,27.75532520",-80.43836366,27.75532520,,,,,,,,,
3977,SEBASTIAN,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.48307501,27.78919294",-80.48307501,27.78919294,,,,,,,,,
3978,SEBASTIAN,INDIAN RIVER,,,,PUBLIC SCHOOL,,,,,,,,,"-80.51778357,27.76892539",-80.51778357,27.76892539,,,,,,,,,
3979,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.18941939,30.71268876",-85.18941939,30.71268876,,,,,,,,,
3980,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.24147206,30.78584316",-85.24147206,30.78584316,,,,,,,,,
3981,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.21590983,30.78006211",-85.21590983,30.78006211,,,,,,,,,
3982,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.17434615,30.83145155",-85.17434615,30.83145155,,,,,,,,,
3983,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.23837054,30.78312022",-85.23837054,30.78312022,,,,,,,,,
3984,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.23998485,30.78129051",-85.23998485,30.78129051,,,,,,,,,
3985,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.19992329,30.81087641",-85.19992329,30.81087641,,,,,,,,,
3986,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.25202309,30.76671636",-85.25202309,30.76671636,,,,,,,,,
3987,MARIANNA,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.26005569,30.76226086",-85.26005569,30.76226086,,,,,,,,,
3988,COTTONDALE,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.37419998,30.79280001",-85.37419998,30.79280001,,,,,,,,,
3989,COTTONDALE,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.36669509,30.79303452",-85.36669509,30.79303452,,,,,,,,,
3990,GRACEVILLE,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.50684388,30.97250633",-85.50684388,30.97250633,,,,,,,,,
3991,GRACEVILLE,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.51858734,30.95656665",-85.51858734,30.95656665,,,,,,,,,
3992,GRACEVILLE,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.49424393,30.95151657",-85.49424393,30.95151657,,,,,,,,,
3993,SNEADS,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-84.94123501,30.70482321",-84.94123501,30.70482321,,,,,,,,,
3994,SNEADS,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-84.92167005,30.70945535",-84.92167005,30.70945535,,,,,,,,,
3995,GRAND RIDGE,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.01793551,30.70760651",-85.01793551,30.70760651,,,,,,,,,
3996,MALONE,JACKSON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.16523649,30.95417318",-85.16523649,30.95417318,,,,,,,,,
3997,MONTICELLO,JEFFERSON,,,,PUBLIC SCHOOL,,,,,,,,,"-83.88560252,30.54534854",-83.88560252,30.54534854,,,,,,,,,
3998,MONTICELLO,JEFFERSON,,,,PUBLIC SCHOOL,,,,,,,,,"-83.88560252,30.54534854",-83.88560252,30.54534854,,,,,,,,,
3999,MONTICELLO,JEFFERSON,,,,PUBLIC SCHOOL,,,,,,,,,"-83.86270844,30.55196305",-83.86270844,30.55196305,,,,,,,,,
4000,MONTICELLO,JEFFERSON,,,,PUBLIC SCHOOL,,,,,,,,,"-83.88560252,30.54534854",-83.88560252,30.54534854,,,,,,,,,
4001,MONTICELLO,JEFFERSON,,,,PUBLIC SCHOOL,,,,,,,,,"-83.87885122,30.49090730",-83.87885122,30.49090730,,,,,,,,,
4002,MONTICELLO,JEFFERSON,,,,PUBLIC SCHOOL,,,,,,,,,"-83.87885122,30.49090730",-83.87885122,30.49090730,,,,,,,,,
4003,MAYO,LAFAYETTE,,,,PUBLIC SCHOOL,,,,,,,,,"-83.16856888,30.05471088",-83.16856888,30.05471088,,,,,,,,,
4004,MAYO,LAFAYETTE,,,,PUBLIC SCHOOL,,,,,,,,,"-83.16856888,30.05471088",-83.16856888,30.05471088,,,,,,,,,
4005,MAYO,LAFAYETTE,,,,PUBLIC SCHOOL,,,,,,,,,"-83.16856888,30.05471088",-83.16856888,30.05471088,,,,,,,,,
4006,MAYO,LAFAYETTE,,,,PUBLIC SCHOOL,,,,,,,,,"-83.16458749,30.05571094",-83.16458749,30.05571094,,,,,,,,,
4007,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69028206,28.83355976",-81.69028206,28.83355976,,,,,,,,,
4008,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.68964250,28.83866804",-81.68964250,28.83866804,,,,,,,,,
4009,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.64614690,28.85945601",-81.64614690,28.85945601,,,,,,,,,
4010,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.67220000,28.84690000",-81.67220000,28.84690000,,,,,,,,,
4011,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.52554074,28.85831417",-81.52554074,28.85831417,,,,,,,,,
4012,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69028206,28.83355976",-81.69028206,28.83355976,,,,,,,,,
4013,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.66818852,28.87534276",-81.66818852,28.87534276,,,,,,,,,
4014,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69794334,28.82697673",-81.69794334,28.82697673,,,,,,,,,
4015,EUSTIS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.67782457,28.85115259",-81.67782457,28.85115259,,,,,,,,,
4016,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71451727,28.53925337",-81.71451727,28.53925337,,,,,,,,,
4017,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74104908,28.58000635",-81.74104908,28.58000635,,,,,,,,,
4018,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72000048,28.53894400",-81.72000048,28.53894400,,,,,,,,,
4019,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72938530,28.58401989",-81.72938530,28.58401989,,,,,,,,,
4020,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70540505,28.51409228",-81.70540505,28.51409228,,,,,,,,,
4021,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.75552398,28.55883424",-81.75552398,28.55883424,,,,,,,,,
4022,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.75708397,28.55937612",-81.75708397,28.55937612,,,,,,,,,
4023,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72089799,28.58108923",-81.72089799,28.58108923,,,,,,,,,
4024,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74654659,28.55212631",-81.74654659,28.55212631,,,,,,,,,
4025,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72201779,28.52487315",-81.72201779,28.52487315,,,,,,,,,
4026,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78668861,28.49527201",-81.78668861,28.49527201,,,,,,,,,
4027,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70403762,28.50082303",-81.70403762,28.50082303,,,,,,,,,
4028,CLERMONT,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.68770662,28.40493780",-81.68770662,28.40493780,,,,,,,,,
4029,LADY LAKE,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.93558485,28.93005227",-81.93558485,28.93005227,,,,,,,,,
4030,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.89506617,28.82704723",-81.89506617,28.82704723,,,,,,,,,
4031,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88043266,28.81316433",-81.88043266,28.81316433,,,,,,,,,
4032,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.89930998,28.80135691",-81.89930998,28.80135691,,,,,,,,,
4033,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78038439,28.84550770",-81.78038439,28.84550770,,,,,,,,,
4034,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78257818,28.84229492",-81.78257818,28.84229492,,,,,,,,,
4035,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88280000,28.82940001",-81.88280000,28.82940001,,,,,,,,,
4036,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.91880087,28.82601623",-81.91880087,28.82601623,,,,,,,,,
4037,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.89705383,28.80179580",-81.89705383,28.80179580,,,,,,,,,
4038,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.89645018,28.83756600",-81.89645018,28.83756600,,,,,,,,,
4039,LEESBURG,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88869816,28.80768335",-81.88869816,28.80768335,,,,,,,,,
4040,MOUNT DORA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.63476147,28.80261286",-81.63476147,28.80261286,,,,,,,,,
4041,MOUNT DORA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.59408561,28.80540156",-81.59408561,28.80540156,,,,,,,,,
4042,MOUNT DORA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.63109114,28.80881780",-81.63109114,28.80881780,,,,,,,,,
4043,MOUNT DORA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.67591600,28.81245013",-81.67591600,28.81245013,,,,,,,,,
4044,GROVELAND,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.81653138,28.57416628",-81.81653138,28.57416628,,,,,,,,,
4045,GROVELAND,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.85518029,28.55679573",-81.85518029,28.55679573,,,,,,,,,
4046,GROVELAND,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.84633720,28.55370970",-81.84633720,28.55370970,,,,,,,,,
4047,UMATILLA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.66428334,28.93050106",-81.66428334,28.93050106,,,,,,,,,
4048,UMATILLA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.66010232,28.92880111",-81.66010232,28.92880111,,,,,,,,,
4049,UMATILLA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.67193186,28.93735799",-81.67193186,28.93735799,,,,,,,,,
4050,FRUITLAND PARK,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.90975672,28.85979943",-81.90975672,28.85979943,,,,,,,,,
4051,ASTATULA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72587524,28.71106552",-81.72587524,28.71106552,,,,,,,,,
4052,PAISLEY,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.54178296,28.99539465",-81.54178296,28.99539465,,,,,,,,,
4053,TAVARES,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72840247,28.80699005",-81.72840247,28.80699005,,,,,,,,,
4054,TAVARES,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72920839,28.81154649",-81.72920839,28.81154649,,,,,,,,,
4055,TAVARES,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72110278,28.81012611",-81.72110278,28.81012611,,,,,,,,,
4056,TAVARES,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72920839,28.81154649",-81.72920839,28.81154649,,,,,,,,,
4057,TAVARES,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74056137,28.77066612",-81.74056137,28.77066612,,,,,,,,,
4058,ALTOONA,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.64683024,28.96982921",-81.64683024,28.96982921,,,,,,,,,
4059,MASCOTTE,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88567552,28.57236029",-81.88567552,28.57236029,,,,,,,,,
4060,HOWEY IN THE HILLS,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76879132,28.70431162",-81.76879132,28.70431162,,,,,,,,,
4061,SORRENTO,LAKE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.55015569,28.81602509",-81.55015569,28.81602509,,,,,,,,,
4062,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.01237606,26.58632859",-82.01237606,26.58632859,,,,,,,,,
4063,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.97711139,26.64521747",-81.97711139,26.64521747,,,,,,,,,
4064,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.97613139,26.60896932",-81.97613139,26.60896932,,,,,,,,,
4065,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.01650800,26.61826724",-82.01650800,26.61826724,,,,,,,,,
4066,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98887859,26.62197057",-81.98887859,26.62197057,,,,,,,,,
4067,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.92927200,26.72765200",-81.92927200,26.72765200,,,,,,,,,
4068,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.02249550,26.58805341",-82.02249550,26.58805341,,,,,,,,,
4069,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.94240936,26.64224281",-81.94240936,26.64224281,,,,,,,,,
4070,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.94889808,26.68525415",-81.94889808,26.68525415,,,,,,,,,
4071,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03377945,26.64604305",-82.03377945,26.64604305,,,,,,,,,
4072,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.94194131,26.64366640",-81.94194131,26.64366640,,,,,,,,,
4073,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.02249550,26.58805341",-82.02249550,26.58805341,,,,,,,,,
4074,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98023713,26.58594095",-81.98023713,26.58594095,,,,,,,,,
4075,CAPE CORAL,LEE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.94924797,26.56802586",-81.94924797,26.56802586,,,,,,,,,
