,CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
1850,TRENTON,GILCHRIST,END-STAGE RENAL DISEASE,0.0,,,-82.82070786,29.61378356
1851,TRENTON,GILCHRIST,SKILLED NURSING FACILITY,81.0,,,-82.92494882,29.60608948
1852,TRENTON,GILCHRIST,SKILLED NURSING FACILITY,120.0,,,-82.81012598,29.61757294
1853,TRENTON,GILCHRIST,PUBLIC HEALTH OFFICE,0.0,,,-82.81757706,29.61385414
1854,MOORE HAVEN,GLADES,PUBLIC HEALTH OFFICE,,,,-81.12429745,26.84021744
1855,PORT SAINT JOE,GULF,SKILLED NURSING FACILITY,120.0,,,-85.29947885,29.80733852
1856,PORT SAINT JOE,GULF,END-STAGE RENAL DISEASE,0.0,,,-85.28626585,29.77744551
1857,PORT SAINT JOE,GULF,RURAL HEALTH CLINIC,0.0,,,-85.30395245,29.81175303
1858,PORT SAINT JOE,GULF,ASSISTED LIVING FACILITY,32.0,,,-85.37416300,29.91743000
1859,JASPER,HAMILTON,RURAL HEALTH CLINIC,0.0,,,-82.95686400,30.52210700
1860,JENNINGS,HAMILTON,ASSISTED LIVING FACILITY,12.0,,,-83.10080200,30.60229000
1861,JENNINGS,HAMILTON,ASSISTED LIVING FACILITY,15.0,,,-83.07517300,30.57695600
1862,JASPER,HAMILTON,SKILLED NURSING FACILITY,60.0,,,-82.95959957,30.52185440
1863,WHITE SPRINGS,HAMILTON,ADULT FAMILY CARE HOME,5.0,,,-82.78208700,30.36200600
1864,WAUCHULA,HARDEE,TRANSITIONAL LIVING FACILITY,4.0,,,-81.81282700,27.54473800
1865,WAUCHULA,HARDEE,TRANSITIONAL LIVING FACILITY,127.0,,,-81.91147626,27.52465220
1866,WAUCHULA,HARDEE,TRANSITIONAL LIVING FACILITY,12.0,,,-81.81764200,27.53509100
1867,WAUCHULA,HARDEE,SKILLED NURSING FACILITY,79.0,,,-81.81426806,27.53442533
1868,WAUCHULA,HARDEE,SKILLED NURSING FACILITY,25.0,,,-81.91147626,27.52465220
1869,WAUCHULA,HARDEE,ASSISTED LIVING FACILITY,6.0,,,-81.83070200,27.55092800
1870,WAUCHULA,HARDEE,ASSISTED LIVING FACILITY,6.0,,,-81.87150300,27.50385000
1871,WAUCHULA,HARDEE,ASSISTED LIVING FACILITY,8.0,,,-81.90011000,27.48342000
1872,WAUCHULA,HARDEE,ASSISTED LIVING FACILITY,8.0,,,-81.81761200,27.55349100
1873,WAUCHULA,HARDEE,RURAL HEALTH CLINIC,0.0,,,-81.80930600,27.53085400
1874,WAUCHULA,HARDEE,RURAL HEALTH CLINIC,0.0,,,-81.81596100,27.53642400
1875,WAUCHULA,HARDEE,RURAL HEALTH CLINIC,0.0,,,-81.81345800,27.54724200
1876,ZOLFO SPRINGS,HARDEE,ASSISTED LIVING FACILITY,38.0,,,-81.67844300,27.55301000
1877,WAUCHULA,HARDEE,ASSISTED LIVING FACILITY,60.0,,,-81.80743200,27.52742800
1878,LABELLE,HENDRY,RURAL HEALTH CLINIC,0.0,,,-81.43827200,26.75509900
1879,LABELLE,HENDRY,RURAL HEALTH CLINIC,0.0,,,-81.43810200,26.75125900
1880,CLEWISTON,HENDRY,RURAL HEALTH CLINIC,0.0,,,-80.94125100,26.75320300
1881,CLEWISTON,HENDRY,END-STAGE RENAL DISEASE,0.0,,,-80.94536000,26.75237100
1882,LABELLE,HENDRY,ASSISTED LIVING FACILITY,30.0,,,-81.43476100,26.75943100
1883,LABELLE,HENDRY,SKILLED NURSING FACILITY,93.0,,,-81.43428400,26.75906300
1884,CLEWISTON,HENDRY,SKILLED NURSING FACILITY,155.0,,,-80.94228200,26.75169000
1885,LABELLE,HENDRY,PUBLIC HEALTH OFFICE,0.0,,,-81.42895564,26.74450063
1886,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,4.0,,,-82.58765200,28.45331200
1887,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,4.0,,,-82.51019100,28.44166400
1888,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,4.0,,,-82.56585700,28.45617300
1889,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,5.0,,,-82.55204300,28.46654000
1890,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,5.0,,,-82.52389200,28.44652400
1891,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,5.0,,,-82.53927500,28.49067900
1892,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,5.0,,,-82.54522500,28.49931700
1893,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,5.0,,,-82.54822500,28.45952400
1894,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,5.0,,,-82.53275700,28.50244600
1895,SPRING HILL,HERNANDO,ADULT FAMILY CARE HOME,5.0,,,-82.59642800,28.45076300
1896,BROOKSVILLE,HERNANDO,ADULT FAMILY CARE HOME,4.0,,,-82.55256000,28.53773300
1897,SPRING HILL,HERNANDO,SKILLED NURSING FACILITY,120.0,,,-82.52004300,28.53025500
1898,BROOKSVILLE,HERNANDO,SKILLED NURSING FACILITY,120.0,,,-82.39366446,28.55048997
1899,BROOKSVILLE,HERNANDO,SKILLED NURSING FACILITY,120.0,,,-82.37712100,28.57717100
1900,BROOKSVILLE,HERNANDO,SKILLED NURSING FACILITY,120.0,,,-82.52491100,28.53337300
1901,BROOKSVILLE,HERNANDO,SKILLED NURSING FACILITY,180.0,,,-82.40271640,28.54681354
1902,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,50.0,,,-82.54388200,28.44105500
1903,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.54162200,28.48684700
1904,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.53028200,28.45688500
1905,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.50658024,28.46809369
1906,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.59667200,28.45869300
1907,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.53000600,28.46179400
1908,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.49282900,28.45773400
1909,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.54450000,28.47964500
1910,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.52175300,28.50625600
1911,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.50601800,28.52110900
1912,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.51478000,28.46342600
1913,BROOKSVILLE,HERNANDO,ASSISTED LIVING FACILITY,75.0,,,-82.39885739,28.55348154
1914,BROOKSVILLE,HERNANDO,ASSISTED LIVING FACILITY,8.0,,,-82.39667500,28.53601900
1915,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,58.0,,,-82.53336978,28.43484977
1916,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,5.0,,,-82.48598300,28.51496100
1917,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,5.0,,,-82.55072000,28.47428000
1918,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,240.0,,,-82.51865200,28.52973700
1919,SPRING HILL,HERNANDO,END-STAGE RENAL DISEASE,0.0,,,-82.54611400,28.48340700
1920,SPRING HILL,HERNANDO,AMBULATORY SURGICAL CENTER,0.0,,,-82.52318200,28.50371600
1921,SPRING HILL,HERNANDO,AMBULATORY SURGICAL CENTER,0.0,,,-82.53362413,28.53573705
1922,BROOKSVILLE,HERNANDO,RURAL HEALTH CLINIC,0.0,,,-82.53459100,28.53336000
1923,BROOKSVILLE,HERNANDO,RURAL HEALTH CLINIC,0.0,,,-82.39482401,28.55084243
1924,BROOKSVILLE,HERNANDO,RESIDENTIAL TREATMENT FACILITY,20.0,,,-82.48342700,28.53692700
1925,RIDGE MANOR,HERNANDO,RURAL HEALTH CLINIC,0.0,,,-82.16983800,28.50997200
1926,BROOKSVILLE,HERNANDO,HOSPICE,48.0,,,-82.52266713,28.53170216
1927,BROOKSVILLE,HERNANDO,HOSPICE,8.0,,,-82.51650203,28.53385870
1928,BROOKSVILLE,HERNANDO,ASSISTED LIVING FACILITY,170.0,,,-82.38717000,28.55795200
1929,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,255.0,,,-82.62002000,28.46606100
1930,BROOKSVILLE,HERNANDO,ASSISTED LIVING FACILITY,7.0,,,-82.31966300,28.51468100
1931,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,20.0,,,-82.59850200,28.45519100
1932,BROOKSVILLE,HERNANDO,ASSISTED LIVING FACILITY,6.0,,,-82.54754100,28.54030300
1933,BROOKSVILLE,HERNANDO,AMBULATORY SURGICAL CENTER,0.0,,,-82.52417300,28.53336000
1934,BROOKSVILLE,HERNANDO,AMBULATORY SURGICAL CENTER,0.0,,,-82.51315900,28.53345300
1935,BROOKSVILLE,HERNANDO,ASSISTED LIVING FACILITY,80.0,,,-82.48354300,28.53571200
1936,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,135.0,,,-82.58821700,28.49080500
1937,SPRING HILL,HERNANDO,ASSISTED LIVING FACILITY,8.0,,,-82.54993000,28.49326300
1938,SEBRING,HIGHLANDS,ASSISTED LIVING FACILITY,97.0,,,-81.43638100,27.46878200
1939,SEBRING,HIGHLANDS,ASSISTED LIVING FACILITY,150.0,,,-81.52476500,27.53301000
1940,SEBRING,HIGHLANDS,ASSISTED LIVING FACILITY,57.0,,,-81.44080500,27.49405500
1941,SEBRING,HIGHLANDS,AMBULATORY SURGICAL CENTER,0.0,,,-81.49924700,27.52669900
1942,SEBRING,HIGHLANDS,AMBULATORY SURGICAL CENTER,0.0,,,-81.43373500,27.46800600
1943,SEBRING,HIGHLANDS,AMBULATORY SURGICAL CENTER,0.0,,,-81.50640400,27.53884000
1944,SEBRING,HIGHLANDS,HOSPICE,16.0,,,-81.47681142,27.47493329
1945,SEBRING,HIGHLANDS,END-STAGE RENAL DISEASE,0.0,,,-81.51407100,27.53396200
1946,SEBRING,HIGHLANDS,END-STAGE RENAL DISEASE,0.0,,,-81.43159900,27.46690800
1947,SEBRING,HIGHLANDS,END-STAGE RENAL DISEASE,0.0,,,-81.50765800,27.53752500
1948,AVON PARK,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.51471000,27.61574000
1949,AVON PARK,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.51672477,27.63029859
1950,AVON PARK,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.51278200,27.59922800
1951,SEBRING,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.51553000,27.53388700
1952,SEBRING,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.49542800,27.51716600
1953,SEBRING,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.49414300,27.51277000
1954,SEBRING,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.43428200,27.46903300
1955,SEBRING,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.43830000,27.49334800
1956,SEBRING,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.50805100,27.54906200
1957,LAKE PLACID,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.35824900,27.29500400
1958,LAKE PLACID,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.37002100,27.32082900
1959,LAKE PLACID,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.37294300,27.29738300
1960,LAKE PLACID,HIGHLANDS,RURAL HEALTH CLINIC,0.0,,,-81.35987500,27.29528200
1961,SEBRING,HIGHLANDS,ASSISTED LIVING FACILITY,20.0,,,-81.42206000,27.51741100
1962,SEBRING,HIGHLANDS,ASSISTED LIVING FACILITY,85.0,,,-81.51751700,27.53343200
1963,LAKE PLACID,HIGHLANDS,ASSISTED LIVING FACILITY,126.0,,,-81.34968200,27.30154100
1964,LAKE PLACID,HIGHLANDS,ASSISTED LIVING FACILITY,97.0,,,-81.37156000,27.32366000
1965,SEBRING,HIGHLANDS,ASSISTED LIVING FACILITY,15.0,,,-81.45544200,27.46156200
1966,SEBRING,HIGHLANDS,ASSISTED LIVING FACILITY,141.0,,,-81.44116700,27.49226800
1967,SEBRING,HIGHLANDS,SKILLED NURSING FACILITY,120.0,,,-81.44116700,27.49226800
1968,SEBRING,HIGHLANDS,SKILLED NURSING FACILITY,104.0,,,-81.43668379,27.48515889
1969,AVON PARK,HIGHLANDS,SKILLED NURSING FACILITY,90.0,,,-81.51725574,27.62789596
1970,AVON PARK,HIGHLANDS,SKILLED NURSING FACILITY,104.0,,,-81.51430700,27.60675300
1971,SEBRING,HIGHLANDS,PUBLIC HEALTH OFFICE,0.0,,,-81.42090069,27.43680013
1972,AVON PARK,HIGHLANDS,ADULT FAMILY CARE HOME,5.0,,,-81.52836900,27.61750500
1973,LAKE PLACID,HIGHLANDS,SKILLED NURSING FACILITY,180.0,,,-81.37032500,27.32050900
1974,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,150.0,,,-82.49008100,27.98544300
1975,BRANDON,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.29859200,27.92318300
1976,BRANDON,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.29407000,27.92784100
1977,BRANDON,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.30822700,27.93421400
1978,BRANDON,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.29503100,27.94510400
1979,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.41000300,28.07339100
1980,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.45926900,27.94653200
1981,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.41812900,28.07298300
1982,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.42775200,28.06011300
1983,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.46523200,28.06929300
1984,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.49502700,28.08591600
1985,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.43461300,28.06083100
1986,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.58167000,28.00055900
1987,BRANDON,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.29867200,27.96653800
1988,BRANDON,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.26989000,27.94782800
1989,PLANT CITY,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.13109100,28.01166400
1990,PLANT CITY,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.11166200,28.01112800
1991,PLANT CITY,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.07726200,27.92892600
1992,RIVERVIEW,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.28512200,27.84591800
1993,RIVERVIEW,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.35414100,27.86142100
1994,RIVERVIEW,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.31657200,27.79826100
1995,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.52490300,28.09816200
1996,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.43818100,28.07384800
1997,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.41741100,28.02902300
1998,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.52353700,27.86326700
1999,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.47927200,27.95789800
2000,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.36225000,27.90464100
2001,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.44505000,28.00999000
2002,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.55187500,28.00857600
2003,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.39443100,27.97799000
2004,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.42428100,27.97338800
2005,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.36131100,27.93544800
2006,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.49020200,27.97404800
2007,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.48601200,28.03086800
2008,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.58568200,28.01095800
2009,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.36488200,27.89643300
2010,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.41568100,28.02526800
2011,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.40947800,27.99893400
2012,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.37528100,27.93514800
2013,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.47881100,27.94859100
2014,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.36521000,27.93465000
2015,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.46169200,28.03994300
2016,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.45038200,27.97197800
2017,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.45543200,28.00946000
2018,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.42619200,27.97484800
2019,TAMPA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.44151300,27.97262100
2020,DOVER,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.21096200,28.00684800
2021,THONOTOSASSA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.33850300,28.05756100
2022,THONOTOSASSA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.29035100,28.06162000
2023,THONOTOSASSA,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.31644100,28.03800800
2024,SEFFNER,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.26940300,27.96050100
2025,TAMPA,HILLSBOROUGH,PUBLIC HEALTH OFFICE,0.0,,,-82.43670244,27.97489755
2026,THONOTOSASSA,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.33850300,28.05699100
2027,PLANT CITY,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.07417000,27.96851000
2028,WIMAUMA,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.39422100,27.65754300
2029,RUSKIN,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.42134200,27.71174800
2030,BRANDON,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.31896100,27.94203100
2031,SEFFNER,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.28368200,28.00666800
2032,RUSKIN,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.41626000,27.72528100
2033,VALRICO,HILLSBOROUGH,ADULT FAMILY CARE HOME,4.0,,,-82.26818100,27.87077300
2034,TEMPLE TERRACE,HILLSBOROUGH,ADULT FAMILY CARE HOME,3.0,,,-82.35898700,28.04236200
2035,VALRICO,HILLSBOROUGH,ADULT FAMILY CARE HOME,5.0,,,-82.24581300,27.95951000
2036,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,80.0,,,-82.45281100,27.95969100
2037,LUTZ,HILLSBOROUGH,TRANSITIONAL LIVING FACILITY,10.0,,,-82.43180100,28.12057300
2038,BRANDON,HILLSBOROUGH,TRANSITIONAL LIVING FACILITY,6.0,,,-82.27749100,27.92920100
2039,LUTZ,HILLSBOROUGH,TRANSITIONAL LIVING FACILITY,7.0,,,-82.43079200,28.09316100
2040,LUTZ,HILLSBOROUGH,TRANSITIONAL LIVING FACILITY,8.0,,,-82.43261200,28.12058400
2041,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,174.0,,,-82.48877000,27.98244100
2042,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,163.0,,,-82.41558200,28.06921800
2043,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,179.0,,,-82.45282400,28.09683900
2044,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,179.0,,,-82.51840100,27.89624100
2045,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,240.0,,,-82.44203100,27.98514900
2046,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,96.0,,,-82.44772500,27.97112300
2047,SUN CITY CENTER,HILLSBOROUGH,SKILLED NURSING FACILITY,113.0,,,-82.36651200,27.72079400
2048,PLANT CITY,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.14543200,28.01652800
2049,SUN CITY CENTER,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.37059400,27.71680700
2050,LUTZ,HILLSBOROUGH,SKILLED NURSING FACILITY,120.0,,,-82.49013300,28.15264100
2051,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,266.0,,,-82.43933200,28.06924800
2052,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,45.0,,,-82.50257200,28.10952000
2053,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,117.0,,,-82.49467100,27.89369800
2054,TAMPA,HILLSBOROUGH,SKILLED NURSING FACILITY,60.0,,,-82.49075000,27.91086000
2055,PLANT CITY,HILLSBOROUGH,SKILLED NURSING FACILITY,180.0,,,-82.09677000,28.02955100
2056,SUN CITY CENTER,HILLSBOROUGH,SKILLED NURSING FACILITY,109.0,,,-82.35589500,27.71131700
2057,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.26673000,27.95634000
2058,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.49060000,28.00841000
2059,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.31612000,27.96753000
2060,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.48903000,28.01782000
2061,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.55202000,28.04919000
2062,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.43028000,28.06081000
2063,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.57994000,28.07626000
2064,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.32930000,27.90309000
2065,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.42534000,28.13482000
2066,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.58001000,28.01771000
2067,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.21922000,27.89984000
2068,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.58634000,28.01423000
2069,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.51485000,28.00466000
2070,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.43838000,28.12728000
2071,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.12574000,27.88696000
2072,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.30047000,27.80103000
2073,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.07705000,27.85468000
2074,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.50005000,28.06731000
2075,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.27688000,27.86619000
2076,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.29327000,27.89157000
2077,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.48036000,28.12898000
2078,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.28019000,27.98551000
2079,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.56138000,28.02371000
2080,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.57353000,28.03573000
2081,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.54783000,28.05121000
2082,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.56414000,28.02222000
2083,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.29120000,27.86084000
2084,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.29604000,27.88341000
2085,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.09191000,27.93399000
2086,,HILLSBOROUGH,ASSISTED LIVING FACILITY,,,,-82.46396000,28.08570000
2087,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.44315200,28.02529300
2088,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.46762000,27.96987000
2089,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.49657100,27.96743300
2090,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.43468900,28.02776400
2091,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.52329600,27.91935500
2092,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.50084000,28.00341100
2093,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.60104600,28.01255400
2094,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.47069100,28.04152100
2095,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.46871000,27.99524600
2096,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.44758200,28.03539800
2097,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.45225100,27.98875400
2098,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.46676000,27.96720000
2099,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,8.0,,,-82.49734300,27.96185000
2100,LUTZ,HILLSBOROUGH,ASSISTED LIVING FACILITY,104.0,,,-82.45493700,28.10579700
2101,VALRICO,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.24103200,27.91269800
2102,VALRICO,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.24415100,27.89919000
2103,VALRICO,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.25148300,27.92505100
2104,VALRICO,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.23716300,27.93012400
2105,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.47962100,27.99681800
2106,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.51094200,28.00797100
2107,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.55370200,28.00054300
2108,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.47758200,28.04586100
2109,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.56956100,28.00281000
2110,TAMPA,HILLSBOROUGH,ASSISTED LIVING FACILITY,6.0,,,-82.51426000,27.97761800
