Name,Address,City,Zip,COUNTY,LONGLAT,USNG,FACILITY_TYPE,SHELTER_TYPE,RPC_Region,Year_Built,Building,AS_IS_A_Retrofit_R,Generator_Type,PreMitigation_Capacity_Spaces,PreMitigation_Square_Footage,EHPA_Capacity_Gained_Spaces,EHPA_Square_Footage_Gained,Retrofit_Capacity_Gained_Spaces,Retrofit_Square_Footage_Gained,Risk_Capacity_Spaces,Risk_Square_Footage,Planned_Usage_Spaces,FundingSource_F_Federal_State_S,Evacuation_Zone,SURGE_ZONE,FLOOD_ZONE,EHPA,General_Pop,SPECIAL_NEEDS,Pet_Friendly,Does_not_meet_ARC_4496,Survey_Needed,x,y
Woodlawn ES,817 Woodlawn Dr,Sebring,33870,HIGHLANDS,"-81.44395000, 27.50725002",17R ML 56152 42698,SHELTER,RISK,6,2001,4 Classroom,A, ,0,0,0,0,0,0,84,1680,0, ,No,No,No,No,Yes, , , , ,-9066299.042676019,3186990.13761427
Avon Park MS,401 S Lake Ave,Avon Park,33825,HIGHLANDS,"-81.50152002, 27.59150998",17R ML 50504 52053,SHELTER,RISK,6,2008,5 Classroom,A, ,0,0,587,11731,0,0,587,11731,670,L,No,No,No,Yes,Yes, , , , ,-9072707.707097398,3197569.4796241405
Lake Placid MS,201 S Tangerine Ave,Lake Placid,33852,HIGHLANDS,"-81.37364998, 27.29642998",17R ML 63025 19323,SHELTER,RISK,6,2009,9 ESE Classroom,A, ,0,0,233,4668,0,0,233,4668,0, ,No,No,No,Yes,Yes, , , , ,-9058473.279345859,3160555.8242866592
Summerfield Crossings ES,11050 Fairway Meadows Drive,Riverview,33579,HILLSBOROUGH,"-82.32297000, 27.79988598",17R LL 69676 75736,SHELTER,RISK,7,2005,2 Classroom,A, ,0,0,610,12194,0,0,610,12194,300,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9164151.100619968,3223767.336642731
Sessums ES,11525 Ramble Creek Dr,Riverview,33569,HILLSBOROUGH,"-82.31936997, 27.83315698",17R LL 70070 79419,SHELTER,RISK,7,2003,2 Classroom,A, ,0,0,732,14642,0,0,732,14642,1050,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9163750.347399823,3227954.939882486
Wilson ES,702 W. English St,Plant City,33563,HILLSBOROUGH,"-82.12932599, 28.02782501",17R LM 88986 00798,SHELTER,RISK,7,1999,3 Classroom / Library,R, ,0,0,0,0,406,8116,406,8116,721,S-1435A-2003,No,No,No,No,Yes, , , ,Yes,-9142594.748306938,3252482.339256154
Carrollwood ES,3516 McFarland Rd,Tampa,33618,HILLSBOROUGH,"-82.49933102, 28.05246998",17R LM 52644 03921,SHELTER,RISK,7,2004,18 Classroom,A, ,0,0,237,4733,0,0,237,4733,470, ,No,No,No,Yes,Yes, , , ,Yes,-9183783.520256836,3255590.6656433637
Turner Bartles K-8 (Lower),9190 Imperial Oak Blvd,Tampa,33647,HILLSBOROUGH,"-82.34776098, 28.16709301",17R LM 67682 16447,SHELTER,RISK,7,2003,7 Admin / Media,A, ,0,0,275,5506,0,0,275,5506,349, ,No,No,No,Yes,Yes, , , ,Yes,-9166910.820669832,3270056.7752472395
Brandon HS,1101 Victoria St,Brandon,33510,HILLSBOROUGH,"-82.29989403, 27.94428300",17R LL 72119 91710,SHELTER,RISK,7,2006,2 Classroom,A, ,0,0,653,13053,0,0,653,13053,800,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9161582.29577894,3241950.964441379
Durant HS,4748 Cougar Path,Plant City,33567,HILLSBOROUGH,"-82.17177203, 27.88807898",17R LL 84665 85356,SHELTER,RISK,7,1993,2 Classroom / Lab,R, ,0,0,0,0,409,8174,409,8174,302,HMGP,No,No,No,No,Yes, , , ,Yes,-9147319.819937145,3234870.423722245
Symmes ES,6280 Watson Rd,Riverview,33578,HILLSBOROUGH,"-82.30965199, 27.88858299",17R LL 71093 85549,SHELTER,RISK,7,2000,3 Classroom,A, ,0,0,0,0,0,0,583,11650,350, ,E,No,No,No,Yes, , , ,Yes,-9162668.547037939,3234933.9014316653
Pride ES,10310 Lions Den Dr,Tampa,33647,HILLSBOROUGH,"-82.31856497, 28.15778101",17R LM 70538 15383,SHELTER,RISK,7,2006,6 Classroom,A, ,0,0,308,6161,0,0,308,6161,400,"L,S",No,No,No,Yes,Yes, , , ,Yes,-9163660.73541287,3268880.9678588514
Newsome HS,16550 Fish Hawk Blvd,Lithia,33547,HILLSBOROUGH,"-82.20517098, 27.85933098",17R LL 81346 82203,SHELTER,RISK,7,2003,7 Gym,A, ,0,0,692,13841,0,0,692,13841,529,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9151037.774193114,3231250.1927414937
Hammonds ES,8008 N. Mobley RD,Odessa,33556,HILLSBOROUGH,"-82.57467603, 28.11371801",17R LM 45325 10801,SHELTER,RISK,7,2005,5 Cafeteria,A, ,0,0,0,0,0,0,162,3233,0,"L, S",No,No,No,No,Yes, , , ,Yes,-9192170.888534186,3263318.6091291867
Eisenhower MS,7620 Old Big Bend Rd,Gibsonton,33534,HILLSBOROUGH,"-82.36483299, 27.79310900",17R LL 65543 75031,SHELTER,RISK,7,2003,5 Gym,R, ,0,0,479,9576,479,9576,479,9576,485,"L, S",E,No,No,Yes,Yes, , , ,Yes,-9168811.26801362,3222914.5198255093
Freedom HS,17410 Commerce Park Blvd,Tampa,33647,HILLSBOROUGH,"-82.38178777, 28.13342805",17R LM 64299 12754,SHELTER,RISK,7,2000,10 Gym,R, ,0,0,0,0,741,14821,741,14821,0,S-1467-2004,No,No,No,No,Yes, , , ,Yes,-9170698.665209765,3265806.453264954
Mulrennan MS,4215 Durant Rd,Valrico,33596,HILLSBOROUGH,"-82.22908002, 27.90758199",17R LL 79045 87572,SHELTER,RISK,7,2003,2 Classroom,A, ,0,0,543,10868,0,0,543,10868,750,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9153699.316693716,3237326.9820565614
Smith MS,14303 Citrus Pointe Dr,Tampa,33625,HILLSBOROUGH,"-82.57390398, 28.07683500",17R LM 45348 06713,SHELTER,RISK,7,2005,4 Classroom,A, ,0,0,1599,31989,0,0,1599,31989,675,"L,S",No,No,No,Yes,Yes, ,Yes, ,Yes,-9192084.943542045,3258664.3832484954
Shields MS,15732 Beth Shields Way,Ruskin,33573,HILLSBOROUGH,"-82.36952703, 27.73978400",17R LL 65015 69128,SHELTER,RISK,7,2006,6 Classroom,A, ,0,0,390,7791,0,0,390,7791,540,"L, S",No,No,No,Yes,Yes, ,Yes, ,Yes,-9169333.805415163,3216205.9417145043
Martinez MS,5601 Lutz Lake Fern Rd,Lutz,33558,HILLSBOROUGH,"-82.53270600, 28.16115799",17R LM 49515 16004,SHELTER,RISK,7,2000,3 Classroom,R, ,0,0,0,0,848,16953,848,16953,948,S-1467-2004,No,No,No,No,Yes, , , ,Yes,-9187498.805784132,3269307.3610142437
Doby ES,6720 Covington Garden Dr,Apollo Beach,33572,HILLSBOROUGH,"-82.36868800, 27.78070102",17R LL 65148 73660,SHELTER,RISK,7,2005,2 Classroom,A, ,0,0,736,14729,0,0,736,14729,800,"L, S",E,No,No,Yes,Yes, , , ,Yes,-9169240.40522698,3221353.2338435114
Whitley Bowers Career Center,13609 N. 22nd St,Tampa,33613,HILLSBOROUGH,"-82.43162603, 28.07099499",17R LM 59323 05894,SHELTER,RISK,7,0,7 Main,A, ,0,0,275,5500,0,0,275,5500,275,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9176246.635182682,3257927.5859568752
McKitrick ES,5503 Lutz Lake Fern Rd,Lutz,33558,HILLSBOROUGH,"-82.53012404, 28.15650302",17R LM 49762 15485,SHELTER,RISK,7,2000,3 Classroom / ESE,A, ,0,0,568,11352,0,0,568,11352,725,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9187211.383219833,3268719.6066882527
Reddick ES,325 West Lake Dr,Wimauma,33598,HILLSBOROUGH,"-82.32066598, 27.71803100",17R LL 69805 66665,SHELTER,RISK,7,2006,2 Classroom,A, ,0,0,831,16619,0,0,831,16619,675,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9163894.618578404,3213470.236733974
Lockhart ES,3719 N. 17th St,Tampa,33610,HILLSBOROUGH,"-82.43951298, 27.97925100",17R LL 58427 95738,SHELTER,RISK,7,1994,5 Classroom,R, ,0,0,0,0,585,11700,585,11700,408,S-1435A-2003,No,No,No,No,Yes, , , , ,-9177124.606608601,3246358.0666554817
Hammonds ES,8008 N. Mobley RD,Odessa,33556,HILLSBOROUGH,"-82.57467603, 28.11371801",17R LM 45325 10801,SHELTER,RISK,7,2005,3 Classroom,A, ,0,0,0,0,0,0,455,9104,0,"L, S",No,No,No,No,Yes, , , ,Yes,-9192170.888534186,3263318.6091291867
Marshall MS,18 S. Maryland Ave,Plant City,33563,HILLSBOROUGH,"-82.10811198, 28.01632399",17R LL 91060 99505,SHELTER,RISK,7,1995,7 Gym,R, ,0,0,0,0,509,10186,509,10186,225,S-1523,No,No,No,No,Yes, , , , ,-9140233.215500535,3251032.0266682617
Pride ES,10310 Lions Den Dr,Tampa,33647,HILLSBOROUGH,"-82.31856497, 28.15778101",17R LM 70538 15383,SHELTER,RISK,7,1999,3 Classroom,A, ,0,0,663,13257,0,0,663,13257,557,"L, S",No,No,No,Yes,Yes, , , , ,-9163660.73541287,3268880.9678588514
Nelson ES,5413 Durant Rd,Dover,33527,HILLSBOROUGH,"-82.20435903, 27.90778500",17R LL 81478 87570,SHELTER,RISK,7,2006,5 Classroom,A, ,0,0,408,8162,0,0,408,8162,540,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9150947.387771543,3237352.555096343
FishHawk Creek ES,16815 Dorman Rd,Lithia,33547,HILLSBOROUGH,"-82.21911402, 27.84179499",17R LL 79953 80273,SHELTER,RISK,7,2003,3 Classroom,A, ,0,0,889,17770,0,0,889,17770,725,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9152589.906725861,3229042.359976183
Bloomingdale HS,1700 E. Bloomingdale Ave,Valrico,33594,HILLSBOROUGH,"-82.25494197, 27.89496602",17R LL 76485 86200,SHELTER,RISK,7,1998,13 Classroom,R, ,0,0,0,0,644,12871,644,12871,828,S-1523,No,No,No,No,Yes, , , ,Yes,-9156578.254969921,3235737.8493283913
Summerfield Crossings ES,11050 Fairway Meadows Drive,Riverview,33579,HILLSBOROUGH,"-82.32297000, 27.79988598",17R LL 69676 75736,SHELTER,RISK,7,2005,6 Classroom,A, ,0,0,348,6969,0,0,348,6969,300,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9164151.100619968,3223767.336642731
Chiles ES,16541 Tampa Palms Blvd,Tampa,33647,HILLSBOROUGH,"-82.39207099, 28.11365201",17R LM 63264 10575,SHELTER,RISK,7,2000,3 Classroom,A, ,0,0,586,11714,0,0,586,11714,729,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9171843.388341164,3263310.278375457
Randall MS,16510 Fish Hawk Blvd,Lithia,33547,HILLSBOROUGH,"-82.20683102, 27.85650498",17R LL 81179 81891,SHELTER,RISK,7,1999,3 Cafeteria,R, ,0,0,0,0,234,4687,234,4687,406,HMGP,No,No,No,No,Yes, , , ,Yes,-9151222.568517476,3230894.366757729
Jennnings MS,9325 Govenor's Run Dr,Seffner,33584,HILLSBOROUGH,"-82.32788104, 28.02621400",17R LM 69464 00817,SHELTER,RISK,7,2003,3 Classroom,A, ,0,0,826,16516,0,0,826,16516,1025,"L, S",E,5,No,Yes,Yes, , , ,Yes,-9164697.795166742,3252279.1779228784
Shields MS,15732 Beth Shields Way,Ruskin,33573,HILLSBOROUGH,"-82.36952703, 27.73978400",17R LL 65015 69128,SHELTER,RISK,7,2003,3 Classroom,A, ,0,0,668,13368,0,0,668,13368,1025,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9169333.805415163,3216205.9417145043
Turner Bartles K-8 (Upper),9020 Imperial Oak Blvd,Tampa,33647,HILLSBOROUGH,"-82.35073002, 28.16883301",17R LM 67393 16643,SHELTER,RISK,7,2003,4 Classroom,A, ,0,0,831,16620,0,0,831,16620,900,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9167241.332477728,3270276.4927878086
Barrington MS,5925 Village Center Drive,Lithia,33547,HILLSBOROUGH,"-82.25674198, 27.84819801",17R LL 76255 81020,SHELTER,RISK,7,2005,2 Gym,A, ,0,0,464,9274,0,0,464,9274,1500,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9156778.631621374,3229848.477600032
Stowers ES,13915 Barrington Stowers Dr,Lithia,33547,HILLSBOROUGH,"-82.25858499, 27.84926000",17R LL 76075 81140,SHELTER,RISK,7,2005,3 Classroom,A, ,0,0,1331,26627,0,0,1331,26627,1250,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9156983.794899415,3229982.1827390664
Nelson ES,5413 Durant Rd,Dover,33527,HILLSBOROUGH,"-82.20435903, 27.90778500",17R LL 81478 87570,SHELTER,RISK,7,2003,2 Classroom,A, ,0,0,533,10658,0,0,533,10658,805,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9150947.387771543,3237352.555096343
Oak Park ES,2716 N 46th St,Tampa,33605,HILLSBOROUGH,"-82.40710897, 27.96755698",17R LL 61600 94405,SHELTER,RISK,7,2004,3 Classroom,A, ,0,0,636,12712,0,0,636,12712,333,"L, S",E,5,No,Yes,Yes, , , , ,-9173517.407813802,3244884.082869503
Burnett MS,1010 N. Kingsway Rd,Seffner,33584,HILLSBOROUGH,"-82.27842001, 28.00839802",17R LL 74306 98791,SHELTER,RISK,7,1994,2 Cafeteria / Music,R, ,0,0,0,0,482,9633,482,9633,443,HMGP,No,No,No,No,Yes, , , ,Yes,-9159191.819203924,3250032.6286236807
Durant HS,4748 Cougar Path,Plant City,33567,HILLSBOROUGH,"-82.17177203, 27.88807898",17R LL 84665 85356,SHELTER,RISK,7,2006,5 Classroom,R, ,0,0,0,0,733,14658,733,14658,302,HMGP,No,No,No,No,Yes, , , , ,-9147319.819937145,3234870.423722245
Durant HS,4748 Cougar Path,Plant City,33567,HILLSBOROUGH,"-82.17177203, 27.88807898",17R LL 84665 85356,SHELTER,RISK,7,1993,4 Cafeteria,R, ,0,0,0,0,400,7993,400,7993,302,HMGP,No,No,No,No,Yes, , , ,Yes,-9147319.819937145,3234870.423722245
Steinbrenner HS,5575 W Lutz Lake Fern Rd,Lutz,33558,HILLSBOROUGH,"-82.53311998, 28.15759200",17R LM 49469 15610,SHELTER,RISK,7,2005,4 Cafeteria,A, ,0,0,1537,30748,0,0,1537,30748,1500,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9187544.890105283,3268857.1026869896
Armwood HS,12000 US Hwy 92,Seffner,33584,HILLSBOROUGH,"-82.29688928, 28.00297598",17R LL 72483 98209,SHELTER,RISK,7,2006,8 Classroom,A,LP Generator,0,0,331,6617,0,0,331,6617,800,"L, S",No,No,No,Yes,Yes, , , , ,-9161247.80826056,3249348.9975736625
FishHawk Creek ES,16815 Dorman Rd,Lithia,33547,HILLSBOROUGH,"-82.21911402, 27.84179499",17R LL 79953 80273,SHELTER,RISK,7,2003,2 Classroom,A, ,0,0,736,14713,0,0,736,14713,725,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9152589.906725861,3229042.359976183
Memorial MS,4702 N Central Ave,Tampa,33603,HILLSBOROUGH,"-82.45597202, 27.98831100",17R LL 56821 96761,SHELTER,RISK,7,1999,4 Gym,R, ,0,0,0,0,655,13091,655,13091,800,S-1523 / S-1435A,No,No,No,No,Yes, , , , ,-9178956.818554804,3247500.1534538004
Tampa Palms ES,6100 Tampa Palms Blvd,Tampa,33647,HILLSBOROUGH,"-82.38536396, 28.09816698",17R LM 63903 08851,SHELTER,RISK,7,2004,10 Classroom,A, ,0,0,169,3386,0,0,169,3386,250,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9171096.76504114,3261356.0474475445
Sickles HS,7950 Gunn Hwy,Tampa,33626,HILLSBOROUGH,"-82.57986100, 28.07903198",17R LM 44766 06964,SHELTER,RISK,7,1995,7 Classroom / Lab,R, ,0,0,0,0,469,9379,469,9379,480,S-1543,No,No,No,No,Yes, , , ,Yes,-9192748.075820481,3258941.57297929
Burnett MS,1010 N. Kingsway Rd,Seffner,33584,HILLSBOROUGH,"-82.27842001, 28.00839802",17R LL 74306 98791,SHELTER,RISK,7,1994,1 Admin / Library / Classroom,R, ,0,0,0,0,1681,33620,1681,33620,443,HMGP,No,No,No,No,Yes, , , ,Yes,-9159191.819203924,3250032.6286236807
Chiles ES,16541 Tampa Palms Blvd,Tampa,33647,HILLSBOROUGH,"-82.39207099, 28.11365201",17R LM 63264 10575,SHELTER,RISK,7,2000,2 Classroom,A, ,0,0,548,10967,0,0,548,10967,729,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9171843.388341164,3263310.278375457
Pizzo ES,11701 USF Bull Run Dr,Tampa,33617,HILLSBOROUGH,"-82.40423699, 28.05554098",17R LM 61994 04150,SHELTER,RISK,7,1997,2 Classroom,R,"Yes, unknown kW",0,0,0,0,475,9509,475,9509,532,S-1523,No,No,No,No,Yes, , , , ,-9173197.700943915,3255978.043239082
Valrico ES,609 S. Miller Rd,Valrico,33594,HILLSBOROUGH,"-82.24375498, 27.92983699",17R LL 77626 90052,SHELTER,RISK,7,2007,6 Classroom,A, ,0,0,448,8951,0,0,448,8951,540,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9155332.92499566,3240130.716248343
Lake Magdalene ES,2002 Pine Lake Dr,Tampa,33612,HILLSBOROUGH,"-82.47780001, 28.05774601",17R LM 54767 04480,SHELTER,RISK,7,2004,15 Classroom, , ,0,0,386,7721,0,0,386,7721,500,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9181386.698747966,3256256.1930909688
Limona ES,1115 TelFair Rd,Brandon,33510,HILLSBOROUGH,"-82.30135500, 27.95737700",17R LL 71990 93162,SHELTER,RISK,7,1999,9 Classroom,R, ,0,0,0,0,112,2249,112,2249,184,S-1435A-2003,No,No,No,No,Yes, , , , ,-9161744.929742755,3243601.0657953266
Collins ES,12424 Summerfield Blvd,Riverview,33579,HILLSBOROUGH,"-82.31774497, 27.81116798",17R LL 70204 76981,SHELTER,RISK,7,2004,3 Classroom,A, ,0,0,946,18919,0,0,946,18919,1968, ,No,No,No,Yes,Yes, , , ,Yes,-9163569.453285081,3225187.184475372
Turner Bartles K-8 (Upper),9020 Imperial Oak Blvd,Tampa,33647,HILLSBOROUGH,"-82.35073002, 28.16883301",17R LM 67393 16643,SHELTER,RISK,7,2003,3 Classroom,A, ,0,0,676,13511,0,0,676,13511,900,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9167241.332477728,3270276.4927878086
Heritage ES,18201 E Meadows Rd,Tampa,33647,HILLSBOROUGH,"-82.28595300, 28.14633200",17R LM 73727 14081,SHELTER,RISK,7,2003,4 Classroom / ESE,A, ,0,0,556,11113,0,0,556,11113,768,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9160030.387194183,3267435.464882057
Benito MS,10101 Cross Creek Blvd,Tampa,33647,HILLSBOROUGH,"-82.32376896, 28.14100899",17R LM 70007 13531,SHELTER,RISK,7,2006,7 Classroom,A, ,0,0,341,6816,0,0,341,6816,400,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9164240.040797483,3266763.4567741756
Pizzo ES,11701 USF Bull Run Dr,Tampa,33617,HILLSBOROUGH,"-82.40423699, 28.05554098",17R LM 61994 04150,SHELTER,RISK,7,1997,4 Classroom,R,"Yes, unknown kW",0,0,0,0,506,10114,506,10114,531,S-1523,No,No,No,No,Yes, , , , ,-9173197.700943915,3255978.043239082
Mulrennan MS,4215 Durant Rd,Valrico,33596,HILLSBOROUGH,"-82.22908002, 27.90758199",17R LL 79045 87572,SHELTER,RISK,7,2003,6 Classroom,A, ,0,0,376,7517,0,0,376,7517,750,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9153699.316693716,3237326.9820565614
Symmes ES,6280 Watson Rd,Riverview,33578,HILLSBOROUGH,"-82.30965199, 27.88858299",17R LL 71093 85549,SHELTER,RISK,7,2000,4 Classroom,A, ,0,0,0,0,0,0,651,13028,337, ,E,No,No,No,Yes, , , ,Yes,-9162668.547037939,3234933.9014316653
Freedom HS,17410 Commerce Park Blvd,Tampa,33647,HILLSBOROUGH,"-82.38178777, 28.13342805",17R LM 64299 12754,SHELTER,RISK,7,2000,9 Cafeteria,R, ,0,0,0,0,421,8414,421,8414,0,S-1467-2004,No,No,No,No,Yes, , , ,Yes,-9170698.665209765,3265806.453264954
Valrico ES,609 S. Miller Rd,Valrico,33594,HILLSBOROUGH,"-82.24375498, 27.92983699",17R LL 77626 90052,SHELTER,RISK,7,1995,4 ESE / Classroom,R, ,0,0,0,0,292,5841,292,5841,480,S-1435A-2003,No,No,No,No,Yes, , , , ,-9155332.92499566,3240130.716248343
Benito MS,10101 Cross Creek Blvd,Tampa,33647,HILLSBOROUGH,"-82.32376896, 28.14100899",17R LM 70007 13531,SHELTER,RISK,7,1995,6 Classroom / ESE / Art / Library,R, ,0,0,0,0,860,17194,860,17194,604,HMGP,No,No,No,No,Yes, , , ,Yes,-9164240.040797483,3266763.4567741756
Pizzo ES,11701 USF Bull Run Dr,Tampa,33617,HILLSBOROUGH,"-82.40423699, 28.05554098",17R LM 61994 04150,SHELTER,RISK,7,1997,3 Classroom,R,"Yes, unknown kW",0,0,0,0,478,9550,478,9550,532,S-1523,No,No,No,No,Yes, , , , ,-9173197.700943915,3255978.043239082
Tomlin MS,501 N. Woodrow Wilson St,Plant City,33563,HILLSBOROUGH,"-82.14659397, 28.01821599",17R LL 87278 99750,SHELTER,RISK,7,2008,13 Classroom,A, ,0,0,393,7866,0,0,393,7866,540,"L, S",No,No,No,Yes,Yes, , , , ,-9144517.010810472,3251270.60356208
Robinson ES,4801 Turkey Creek Rd,Plant City,33567,HILLSBOROUGH,"-82.17085597, 27.94775600",17R LL 84818 91966,SHELTER,RISK,7,1999,12 Classroom,R, ,0,0,0,0,270,5403,270,5403,563,S-1435A-2003,No,No,No,No,Yes, , , ,Yes,-9147217.844867883,3242388.6111227917
Sligh MS,2011 E. Sligh Ave,Tampa,33610,HILLSBOROUGH,"-82.43671997, 28.00982902",17R LL 58742 99123,SHELTER,RISK,7,1999,15 Classroom / Lab,R, ,0,0,0,0,368,7356,368,7356,589,S-1435A-2003,No,No,No,No,Yes, , , ,Yes,-9176813.689274024,3250213.0602247813
Burnett MS,1010 N. Kingsway Rd,Seffner,33584,HILLSBOROUGH,"-82.27842001, 28.00839802",17R LL 74306 98791,SHELTER,RISK,7,2006,4 Classroom,A, ,0,0,261,5217,0,0,261,5217,340,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9159191.819203924,3250032.6286236807
Cimino ES,4329 Culbreath Rd,Valrico,33596,HILLSBOROUGH,"-82.23907100, 27.87472799",17R LL 78025 83942,SHELTER,RISK,7,2004,5 Classroom,A, ,0,0,424,8483,0,0,424,8483,500,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9154811.507179473,3233189.016345707
Brooker ES,812 DeWolf Rd,Brandon,33511,HILLSBOROUGH,"-82.27241899, 27.91635500",17R LL 74790 88587,SHELTER,RISK,7,2004,14 Classroom,A, ,0,0,338,6759,0,0,338,6759,500,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9158523.788324691,3238432.15548586
Durant HS,4748 Cougar Path,Plant City,33567,HILLSBOROUGH,"-82.17177203, 27.88807898",17R LL 84665 85356,SHELTER,RISK,7,1993,7 Classroom,R, ,0,0,0,0,619,12379,619,12379,302,HMGP,No,No,No,No,Yes, , , ,Yes,-9147319.819937145,3234870.423722245
Cimino ES,4329 Culbreath Rd,Valrico,33596,HILLSBOROUGH,"-82.23907100, 27.87472799",17R LL 78025 83942,SHELTER,RISK,7,2002,2 Classroom,A, ,0,0,675,13499,0,0,675,13499,1556,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9154811.507179473,3233189.016345707
Benito MS,10101 Cross Creek Blvd,Tampa,33647,HILLSBOROUGH,"-82.32376896, 28.14100899",17R LM 70007 13531,SHELTER,RISK,7,1995,3 Classroom / ESE,R, ,0,0,0,0,532,10643,532,10643,604,HMGP,No,No,No,No,Yes, , , ,Yes,-9164240.040797483,3266763.4567741756
Valrico ES,609 S. Miller Rd,Valrico,33594,HILLSBOROUGH,"-82.24375498, 27.92983699",17R LL 77626 90052,SHELTER,RISK,7,1995,3 Classroom (1st Floor),R, ,0,0,0,0,643,12854,643,12854,423,S-1435A-2003,No,No,No,No,Yes, , , , ,-9155332.92499566,3240130.716248343
Freedom HS,17410 Commerce Park Blvd,Tampa,33647,HILLSBOROUGH,"-82.38178777, 28.13342805",17R LM 64299 12754,SHELTER,RISK,7,2000,6 Auditorium,R, ,0,0,0,0,207,4138,207,4138,0,S-1467-2004,No,No,No,No,Yes, , , ,Yes,-9170698.665209765,3265806.453264954
Knights ES,4815 N. Keene Rd,Plant City,33565,HILLSBOROUGH,"-82.15505600, 28.07559900",17R LM 86507 06115,SHELTER,RISK,7,2004,6 Classroom,A, ,0,0,375,7495,0,0,375,7495,500,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9145459.000153517,3258508.4421281177
Mort ES,1806 E. Bearss Ave,Tampa,33613,HILLSBOROUGH,"-82.43996603, 28.08100101",17R LM 58516 07012,SHELTER,RISK,7,2004,5 Classroom,A, ,0,0,292,5847,0,0,292,5847,500,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9177175.039009415,3259190.007857954
Greco MS,6925 E. Fowler Ave,Temple Terrace,33617,HILLSBOROUGH,"-82.37584799, 28.05294100",17R LM 64782 03830,SHELTER,RISK,7,2003,21 Gym,A, ,0,0,453,9055,0,0,453,9055,800,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9170037.45155646,3255650.0796410628
Newsome HS,16550 Fish Hawk Blvd,Lithia,33547,HILLSBOROUGH,"-82.20517098, 27.85933098",17R LL 81346 82203,SHELTER,RISK,7,2003,8 Cafeteria,A, ,0,0,370,7409,0,0,370,7409,528,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9151037.774193114,3231250.1927414937
Martinez MS,5601 Lutz Lake Fern Rd,Lutz,33558,HILLSBOROUGH,"-82.53270600, 28.16115799",17R LM 49515 16004,SHELTER,RISK,7,2000,4 Classroom,R, ,0,0,0,0,732,14639,732,14639,958,S-1467-2004,No,No,No,No,Yes, , , ,Yes,-9187498.805784132,3269307.3610142437
Mulrennan MS,4215 Durant Rd,Valrico,33596,HILLSBOROUGH,"-82.22908002, 27.90758199",17R LL 79045 87572,SHELTER,RISK,7,2003,4 Classroom,A, ,0,0,520,10400,0,0,520,10400,750,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9153699.316693716,3237326.9820565614
Essrig ES,13131 Lynn Rd,Tampa,33624,HILLSBOROUGH,"-82.54112998, 28.06834300",17R LM 48557 05731,SHELTER,RISK,7,2003,10 Classroom,A, ,0,0,0,0,0,0,118,2361,0,"L, S",No,No,No,No,Yes, , , ,Yes,-9188436.558977583,3257593.01384451
Walden Lake ES,2800 Turkey Creek Rd,Plant City,33566,HILLSBOROUGH,"-82.16924103, 27.97689300",17R LL 85008 95193,SHELTER,RISK,7,2006,13 Classroom,A, ,0,0,324,6475,0,0,324,6475,720,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9147038.070457492,3246060.837598044
Summerfield Crossings ES,11050 Fairway Meadows Drive,Riverview,33579,HILLSBOROUGH,"-82.32297000, 27.79988598",17R LL 69676 75736,SHELTER,RISK,7,2005,4 Classroom,A, ,0,0,346,6929,0,0,346,6929,300,"L, S",No,No,No,Yes,Yes, , , ,Yes,-9164151.100619968,3223767.336642731
