Name,Address,City,Zip,COUNTY,Notes,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,TTL_BEDS,x,y
CORNERSTONE SURGICARE LLC,511 HEWITT STREET,PENSACOLA,32503,ESCAMBIA,1355,"-87.22350300,30.46531200",16R DU 78544 70368,,,AMBULATORY SURGICAL CENTER,0,-9709675.939166136,3563502.685502025
HENGHOLD SURGERY CENTER,530 FONTAINE ST,PENSACOLA,32503,ESCAMBIA,,"-87.22325484,30.47571035",16R DU 78571 71521,,,AMBULATORY SURGICAL CENTER,,-9709648.314032122,3564845.7093782965
INTERVENTIONAL REHABILITATION CENTER LLC,1549 AIRPORT BLVD,PENSACOLA,32504,ESCAMBIA,1061,"-87.21037700,30.48183500",16R DU 79808 72197,,,AMBULATORY SURGICAL CENTER,0,-9708214.759528887,3565636.820029057
BAPTIST MEDICAL PARK SURGERY CENTER,9400 UNIVERSITY PARKWAY,PENSACOLA,32514,ESCAMBIA,412,"-87.22114900,30.53232600",16R DU 78785 77794,,,AMBULATORY SURGICAL CENTER,0,-9709413.893078053,3572160.556978865
UNIVERSITY INTERVENTIONAL CENTER,5102 N DAVIS HWY,PENSACOLA,32503,ESCAMBIA,1241,"-87.22499200,30.47158000",16R DU 78403 71063,,,AMBULATORY SURGICAL CENTER,0,-9709841.693877934,3564312.226839501
WEST FLORIDA MEDICAL CENTER CLINIC PA AM,8333 N DAVIS HWY,PENSACOLA,32514,ESCAMBIA,791,"-87.21724100,30.51491800",16R DU 79156 75864,,,AMBULATORY SURGICAL CENTER,0,-9708978.8564923,3569910.9573789076
"ENDOSCOPY CENTER OF PENSACOLA,THE",4810 N DAVIS HWY,PENSACOLA,32503,ESCAMBIA,883,"-87.22445200,30.46739000",16R DU 78454 70599,,,AMBULATORY SURGICAL CENTER,0,-9709781.581327789,3563771.063148077
POST 50-ECEMS SUBSTATION-CENTURY,6029 INDUSTRIAL BLVD,CENTURY,32535,ESCAMBIA,,"-87.27468942,30.97281934",16R DV 73769 26622,,,AMBULATORY SURGICAL CENTER,,-9715373.985921733,3629219.720168208
HOME OPTIONS OF PENSACOLA,812 CREIGHTON RD,PENSACOLA,32504,ESCAMBIA,,"-87.22071873,30.49682159",16R DU 78819 73860,,,END-STAGE RENAL DISEASE,,-9709365.99559367,3567572.8227128703
LAKEVIEW CENTER,1304 W AVERY ST,PENSACOLA, ,ESCAMBIA,437,"-87.23475209,30.43112870",16R DU 77457 66582,,,CRISIS STABILIZATION UNIT,30,-9710928.182332296,3559088.670216599
RENAL CARE GROUP BAPTIST MEDICAL TOWERS,1717 N E ST STE 501,PENSACOLA, ,ESCAMBIA,102501,"-87.22953300,30.43007300",16R DU 77958 66464,,,END-STAGE RENAL DISEASE,0,-9710347.195747258,3558952.3741731863
RENAL CARE GROUP - SACRED HEART PEDS,5151 N 9TH AVE,PENSACOLA, ,ESCAMBIA,102749,"-87.21147800,30.47469600",16R DU 79701 71406,,,END-STAGE RENAL DISEASE,0,-9708337.322266988,3564714.692089842
DOWNTOWN PENSACOLA DIALYSIS,700 E CERVANTES ST STE A,PENSACOLA, ,ESCAMBIA,682529,"-87.20850600,30.42279700",16R DU 79975 65654,,,END-STAGE RENAL DISEASE,0,-9708006.480751688,3558013.0499622677
RENAL CARE GROUP - CENTURY,6001 INDUSTRIAL BLVD,CENTURY, ,ESCAMBIA,102703,"-87.27508135,30.97072512",16R DV 73731 26390,,,END-STAGE RENAL DISEASE,0,-9715417.615109393,3628947.82635007
WEST FLORIDA DIALYSIS,8333 N DAVIS HWY,PENSACOLA, ,ESCAMBIA,102518,"-87.21777500,30.51418900",16R DU 79105 75784,,,END-STAGE RENAL DISEASE,0,-9709038.301058907,3569816.7590259966
RENAL CARE GROUP - WEST PENSACOLA,8187 W FAIRFIELD DR,PENSACOLA, ,ESCAMBIA,102812,"-87.31722900,30.42184200",16R DU 69534 65573,,,END-STAGE RENAL DISEASE,0,-9720109.469799548,3557889.7655925495
WEST PENSACOLA DIALYSIS CENTER,598 N FAIRFIELD DR STE 100,PENSACOLA, ,ESCAMBIA,102845,"-87.31740000,30.41699000",16R DU 69516 65035,,,END-STAGE RENAL DISEASE,0,-9720128.50537243,3557263.422347425
RCG WEST PENSACOLA,2940 N BLUE ANGEL PKWY,PENSACOLA,32506,ESCAMBIA,,"-87.32359274,30.43133696",16R DU 68926 66627,,,END-STAGE RENAL DISEASE,,-9720817.878370928,3559115.5576924384
RENAL CARE GROUP - CORDOVA,5401 CORPORATE WOODS STE 850,PENSACOLA, ,ESCAMBIA,102745,"-87.20038400,30.47545600",16R DU 80766 71488,,,END-STAGE RENAL DISEASE,0,-9707102.343856711,3564812.856307822
FRESENIUS MEDICAL CARE PENSACOLA,1305 W MORENO ST,PENSACOLA,32501,ESCAMBIA,,"-87.23476864,30.42855804",16R DU 77455 66298,,,END-STAGE RENAL DISEASE,,-9710930.024054205,3558756.7887263997
FRESENIUS MEDICAL CARE NORTH PENSACOLA,1040 E NINE MILE RD,PENSACOLA, ,ESCAMBIA,102770,"-87.24282100,30.53273800",16R DU 76706 77844,,,END-STAGE RENAL DISEASE,0,-9711826.409093978,3572213.803768112
"COVENANT HOSPICE, INC.",10075 HILLVIEW ROAD,PENSACOLA,32514,ESCAMBIA,5025095,"-87.21580472,30.53935373",16R DU 79299 78572,,,HOSPICE,18,-9708818.970766252,3573068.8504723394
PENSACOLA PRIMARY CARE INC,6431 N W ST,PENSACOLA,32505,ESCAMBIA,,"-87.25812398,30.47929166",16R DU 75225 71925,,,INTERMEDIATE CARE FACILITY,,-9713529.92917413,3565308.2953230594
FLORIDA MENTOR,222 GREENRIDGE RD,PENSACOLA,32514,ESCAMBIA,,"-87.25857041,30.52990567",16R DU 75195 77534,,,INTERMEDIATE CARE FACILITY,,-9713579.625412049,3571847.758150198
CENTURY HEALTH CLINIC ANNEX,511 CHURCH ST,CENTURY, ,ESCAMBIA,,"-87.25788429,30.96976803",16R DV 75373 26280,,,INTERMEDIATE CARE FACILITY,,-9713503.246691104,3628823.5690209055
NEW HORIZONS OF NORTHWEST FLORIDA INC.,10050 HILLVIEW DR,PENSACOLA,32514,ESCAMBIA,,"-87.21573026,30.54064982",16R DU 79307 78716,,,INTERMEDIATE CARE FACILITY,,-9708810.68189126,3573236.3696567067
FRESENIUS MEDICAL CARE NORTH PENSACOLA,1040 E NINE MILE RD,PENSACOLA,32514,ESCAMBIA,,"-87.24295398,30.53363550",16R DU 76694 77944,,,INTERMEDIATE CARE FACILITY,,-9711841.211962935,3572329.796649538
HEALTH CLINIC MOLINO,3740 N HIGHWAY 29,CANTONMENT,32533,ESCAMBIA,,"-87.32585927,30.62079533",16R DU 68769 87623,,,INTERMEDIATE CARE FACILITY,,-9721070.186773127,3583599.501866241
BILLY G. TENNANT CLINIC/CENTURY HEALTH,501 CHURCH ST,CENTURY,32535,ESCAMBIA,,"-87.25811529,30.97000218",16R DV 75351 26306,,,INTERMEDIATE CARE FACILITY,,-9713528.96204968,3628853.9672381394
MERIDIAN,1920 N J ST,PENSACOLA, ,ESCAMBIA,49,"-87.23453244,30.43251185",16R DU 77478 66736,,,RESIDENTIAL TREATMENT FACILITY,26,-9710903.73096929,3559267.242467026
LAKEVIEW CENTER,1410 WEST HERNANDEZ STREET,PENSACOLA, ,ESCAMBIA,434,"-87.20157600,30.43581800",16R DU 80643 67096,,,RESIDENTIAL TREATMENT FACILITY,16,-9707235.036662998,3559694.097506049
LAKEVIEW CENTER,2002 NORTH H STREET,PENSACOLA, ,ESCAMBIA,436,"-87.23265000,30.43300000",16R DU 77659 66789,,,RESIDENTIAL TREATMENT FACILITY,12,-9710694.178566083,3559330.2667476777
LAKEVIEW CENTER,1402 W HERNANDEZ ST,PENSACOLA, ,ESCAMBIA,435,"-87.23551911,30.43315402",16R DU 77383 66807,,,RESIDENTIAL TREATMENT FACILITY,16,-9711013.566777835,3559350.152151853
LAKEVIEW CENTER,1435 W JORDAN ST,PENSACOLA, ,ESCAMBIA,438,"-87.23554232,30.43355100",16R DU 77381 66851,,,RESIDENTIAL TREATMENT FACILITY,15,-9711016.149781074,3559401.4054811606
POSITIVE HEALTHCARE MOBILE CLINIC,"2172 W NINE MILE ROAD, SUITE 115",PENSACOLA, ,ESCAMBIA,103818,"-87.31241700,30.53426000",16R DU 70030 78029,,,RURAL HEALTH CLINIC,0,-9719573.800306026,3572410.5086562023
CENTURY MEDICAL CENTER,8401 N CENTURY BLVD.,CENTURY, ,ESCAMBIA,103864,"-87.25734100,30.98258200",16R DV 75428 27699,,,RURAL HEALTH CLINIC,0,-9713442.768122073,3630487.290917767
OAKBRIDGE TERRACE AT AZALEA TRACE,10100 HILLVIEW ROAD,PENSACOLA, ,ESCAMBIA,9165,"-87.20712997,30.53743103",16R DU 80131 78357,,,ASSISTED LIVING FACILITY,54,-9707853.30133334,3572820.3457333655
WESLEY HAVEN VILLA INC.,111 E WRIGHT ST,PENSACOLA,32502,ESCAMBIA,,"-87.21418627,30.41642908",16R DU 79429 64950,,,ASSISTED LIVING FACILITY,,-9708638.805248344,3557191.0158793484
"LAURELWOOD ASSISTED LIVING FACILITY, INC",1851 WEST TEN MILE ROAD,CANTONMENT, ,ESCAMBIA,9554,"-87.28634200,30.54808300",16R DU 72535 79554,,,ASSISTED LIVING FACILITY,14,-9716671.14462419,3574197.1488836436
HOUSE OF HONOR THE WESTBROOKS INC.,8090 TIPPIN AVE,PENSACOLA,32514,ESCAMBIA,,"-87.19578708,30.50962119",16R DU 81214 75274,,,ASSISTED LIVING FACILITY,,-9706590.617066024,3569226.5422411207
KIPLING MANOR RETIREMENT CENTER,7901 KIPLING STREET,PENSACOLA, ,ESCAMBIA,7285,"-87.20669300,30.50776200",16R DU 80167 75069,,,ASSISTED LIVING FACILITY,65,-9707804.658552375,3568986.319321441
PLEASANT HOME ALF,1015 VERNON STREET,PENSACOLA, ,ESCAMBIA,7119,"-87.21610200,30.49513300",16R DU 79261 73672,,,ASSISTED LIVING FACILITY,14,-9708852.063565828,3567354.6720335875
SERENITY MANOR ALF,1030 JO JO RD,PENSACOLA,32514,ESCAMBIA,,"-87.24328912,30.52589242",16R DU 76660 77086,,,ASSISTED LIVING FACILITY,,-9711878.519413305,3571329.1112362305
ASBURY PLACE,4916 MOBILE HIGHWAY,PENSACOLA, ,ESCAMBIA,9099,"-87.28418000,30.44235200",16R DU 72713 67837,,,ASSISTED LIVING FACILITY,64,-9716430.471839478,3560537.739737135
NORTHPOINTE RETIREMENT COMMUNITY,5100 NORTHPOINTE PARKWAY,PENSACOLA, ,ESCAMBIA,7760,"-87.16859400,30.50528200",16R DU 83822 74788,,,ASSISTED LIVING FACILITY,100,-9703563.497171994,3568665.8903988046
ENON COUNTRY MANOR LLC,7701 ENON SCHOOL RD,WALNUT HILL, ,ESCAMBIA,5153,"-87.51725114,30.78490048",16R DV 50509 05878,,,ASSISTED LIVING FACILITY,25,-9742375.832205135,3604845.7703772453
"VISIONARY LIVING, INC",923 NORTH 77TH AVENUE,PENSACOLA, ,ESCAMBIA,6029,"-87.31308300,30.42396300",16R DU 69932 65807,,,ASSISTED LIVING FACILITY,15,-9719647.939092848,3558163.5747609893
GRANDVIEW,1706 OLIVE ROAD,PENSACOLA, ,ESCAMBIA,7371,"-87.22585200,30.51066800",16R DU 78329 75395,,,ASSISTED LIVING FACILITY,85,-9709937.428615905,3569361.7999595306
"EMERALD GARDENS PROPERTIES, LLC",1012 N 72 AVENUE,PENSACOLA, ,ESCAMBIA,11667,"-87.30824787,30.42489791",16R DU 70397 65909,,,ASSISTED LIVING FACILITY,69,-9719109.695068276,3558284.267675027
CREEKSIDE A PACIFICA SENIOR LIVING COMMU,9015 UNIVERSITY PARKWAY,PENSACOLA, ,ESCAMBIA,9068,"-87.22134300,30.52763200",16R DU 78765 77274,,,ASSISTED LIVING FACILITY,98,-9709435.489004442,3571553.9214266213
SPECIALTY CENTER OF PENSACOLA,6984 PINE FOREST ROAD,PENSACOLA, ,ESCAMBIA,13270961,"-87.30617000,30.48961900",16R DU 70616 73080,,,SKILLED NURSING FACILITY,120,-9718878.387568414,3566642.3382866764
UNIVERSITY HILLS HEALTH AND REHABILITATI,10040 HILLVIEW ROAD,PENSACOLA, ,ESCAMBIA,1111096,"-87.21862700,30.54042800",16R DU 79029 78691,,,SKILLED NURSING FACILITY,120,-9709133.145325512,3573207.6990182986
CENTURY CARE CENTER,6020 INDUSTRIAL BLVD,CENTURY, ,ESCAMBIA,16230961,"-87.27308292,30.97130685",16R DV 73922 26454,,,SKILLED NURSING FACILITY,88,-9715195.150489848,3629023.3514796006
ARCADIA HEALTH & REHABILITATION CENTER,10095 HILLVIEW ROAD,PENSACOLA,32514,ESCAMBIA,1030095,"-87.21364700,30.53946500",16R DU 79506 78584,,,SKILLED NURSING FACILITY,170,-9708578.774254747,3573083.2315941467
LIFE CARE CENTER OF PENSACOLA,3291 EAST OLIVE RD,PENSACOLA, ,ESCAMBIA,130471037,"-87.19822100,30.50988300",16R DU 80980 75303,,,SKILLED NURSING FACILITY,120,-9706861.559802804,3569260.3699430614
CONSULATE HEALTH CARE OF PENSACOLA,235 WEST AIRPORT BLVD,PENSACOLA, ,ESCAMBIA,130470965,"-87.25178000,30.47256500",16R DU 75832 71178,,,SKILLED NURSING FACILITY,120,-9712823.720431602,3564439.4488367867
PENSACOLA HEALTH CARE FACILITY,1717 W AVERY ST,PENSACOLA, ,ESCAMBIA,1434096,"-87.23936200,30.43105300",16R DU 77014 66575,,,SKILLED NURSING FACILITY,118,-9711441.354961552,3559078.896569657
BAYSIDE MANOR,4343 LANGLEY AVENUE,PENSACOLA, ,ESCAMBIA,1053096,"-87.16782300,30.48229600",16R DU 83892 72241,,,SKILLED NURSING FACILITY,120,-9703477.669971615,3565696.368640502
HAVEN OF OUR LADY OF PEACE,1900 SUMMIT BOULEVARD,PENSACOLA, ,ESCAMBIA,11970951,"-87.20111100,30.46677700",16R DU 80694 70527,,,SKILLED NURSING FACILITY,120,-9707183.273107786,3563691.892359488
"HEALTH CENTER OF PENSACOLA, THE",8475 UNIVERSITY PARKWAY,PENSACOLA, ,ESCAMBIA,14130961,"-87.22083400,30.51754200",16R DU 78812 76156,,,SKILLED NURSING FACILITY,180,-9709378.827451905,3570250.0256095664
"FOWLER, GERTRUDE",100 PINEDA AVENUE,PENSACOLA, ,ESCAMBIA,82,"-87.20944000,30.44929700",16R DU 79891 68591,,,ADULT FAMILY CARE HOME,4,-9708110.453200107,3561434.510477589
"RUDD, DEBRA",4409 FLORELLE WAY,PENSACOLA, ,ESCAMBIA,6905723,"-87.26328100,30.45321000",16R DU 74723 69035,,,ADULT FAMILY CARE HOME,5,-9714104.00590218,3561939.8034052346
"CROSBY, SANDRA TOLER",683 BULLARD AVENUE,PENSACOLA, ,ESCAMBIA,6905549,"-87.24721200,30.52392300",16R DU 76283 76868,,,ADULT FAMILY CARE HOME,5,-9712315.212946825,3571074.6044924245
"ESTARES, JOHN V",3075 PARTRIDGE DR,PENSACOLA, ,ESCAMBIA,6906454,"-87.30919200,30.44190300",16R DU 70312 67794,,,ADULT FAMILY CARE HOME,5,-9719214.794996532,3560479.7649136013
"GLASS, VELMA",4500 HAVRE WAY,PENSACOLA, ,ESCAMBIA,6905397,"-87.26583000,30.45409100",16R DU 74478 69134,,,ADULT FAMILY CARE HOME,5,-9714387.75920254,3562053.571362487
"WESLEY, LENORA DIANN",7840 HERRINGTON DRIVE,PENSACOLA, ,ESCAMBIA,6905237,"-87.28501700,30.51134800",16R DU 72652 75483,,,ADULT FAMILY CARE HOME,4,-9716523.6463117,3569449.66351018
A BETTER CHOICE SUPPORTS AND SERVICES INC.,1302 DUNMIRE ST,PENSACOLA,32504,ESCAMBIA,,"-87.18696549,30.50175629",16R DU 82059 74401,,,ADULT FAMILY CARE HOME,,-9705608.60184601,3568210.364601204
ROSEWOOD MANOR,3107 NORTH H STREET,PENSACOLA, ,ESCAMBIA,1482096,"-87.23177300,30.44331100",16R DU 77746 67932,,,SKILLED NURSING FACILITY,155,-9710596.551423823,3560661.5664377348
SOUTHERN OAKS REHABILITATION AND NURSING,600 WEST GREGORY STREET,PENSACOLA, ,ESCAMBIA,1556096,"-87.22440700,30.41401800",16R DU 78446 64684,,,SKILLED NURSING FACILITY,210,-9709776.571968783,3556879.7832206925
"ETIENNE, MARC A",145 WHISPERING PINE,PALM COAST, ,FLAGLER,6906496,"-81.23875100,29.52319200",17R MN 76863 65976,,,ADULT FAMILY CARE HOME,5,-9043456.393936208,3442406.6837469265
COASTAL COMFORT,102 RED MILL DR,PALM COAST , ,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9045619.785315763,3440769.630125225
ANNA'S TLC,7 RIVER PLACE,PALM COAST ,32164,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9043381.308693847,3440448.4084639396
"MUSKO, CINDY L",10 B PROSPERITY LN,PALM COAST, ,FLAGLER,6906534,"-81.23000800,29.54926300",17R MN 77716 68863,,,ADULT FAMILY CARE HOME,5,-9042483.127709461,3445742.3885145076
DAVID I. SIEGEL ADULT DAY CARE CENTER,1000 BELLE TERRE BLVD,PALM COAST,32164,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9041607.190379107,3435680.5342361913
COUNTRY COTTAGE LIVING CENTER,25 EMERALD LANE,PALM COAST,32164,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9041549.983792951,3438746.1202382967
SOMERSET OF PALM COAST II,6 LYNDENHURST LN,PALM COAST ,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9045571.384975135,3452389.013276404
GUARDIAN HOME CARE,41 BRACKEN LANE ,PALM COAST ,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9043611.455779368,3446993.7955232435
"ALTERNATE HOME CARE SPECIALIST, INC",5 BIG DIPPER LANE,PALM COAST, ,FLAGLER,10729,"-81.24401300,29.58439100",17R MN 76368 72758,,,ADULT FAMILY CARE HOME,6,-9044066.00182269,3450258.3183795856
FLAGLER COUNTY HEALTH DEPARTMENT,301 DOCTOR CARTER BLVD,BUNNELL,32110,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,PUBLIC HEALTH OFFICE,,-9044723.187053956,3435469.2733024163
OLIVETTE HOME CARE,81 FLEETWOOD DR,PALM COAST,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9041329.95249996,3447998.34112829
LOVING HOME OF PALM COAST,79 BELLEAIRE DR,PALM COAST ,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9042752.542819396,3447064.9063320826
"APOLLON, JOSEPH A",41 WOODLAWN DR,PALM COAST, ,FLAGLER,6906482,"-81.26321200,29.53968200",17R MN 74497 67809,,,ADULT FAMILY CARE HOME,5,-9046179.38006165,3444516.428959706
NESS EXTENDED FAMILY HOME CARE INC,20 BISCAYNE DR,PALM COAST,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ADULT FAMILY CARE HOME,,-9044380.082374576,3451698.9399098386
FLAGLER PINES,300 DR CARTER BOULEVARD,BUNNELL, ,FLAGLER,1331096,"-81.25742900,29.46603400",17R MN 75039 59647,,,SKILLED NURSING FACILITY,120,-9045535.619492246,3435096.498388
GRAND OAKS HEALTH AND REHABILITATION CEN,3001 PALM COAST PARKWAY SE,PALM COAST, ,FLAGLER,130470968,"-81.19632200,29.55722600",17R MN 80981 69740,,,SKILLED NURSING FACILITY,120,-9038761.787308965,3446917.5339169963
CONCORDE LOVING CARE INC.,13 POPE LANE,PALM COAST, ,FLAGLER,9003,"-81.21755500,29.50712500",17R MN 78914 64192,,,ASSISTED LIVING FACILITY,6,-9041081.409219889,3440368.27223997
PARADISE GROUP HOME ALF,15 BRADDOCK LANE,PALM COAST,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9043443.114065189,3446580.8163379906
FOUNTAIN MANOR,26 FOUNTAIN GATE LANE,PALM COAST, ,FLAGLER,11774,"-81.22342800,29.57016600",17R MN 78358 71178,,,ASSISTED LIVING FACILITY,6,-9041775.976783993,3448405.2424352565
CONCORD LOVING CARE #2,43 RYECLIFFE DRIVE,PALM COAST ,32164,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9041407.370825557,3439458.9228369226
"M H TENDER CARE, INC #2",9 PONDERSOSA LANE,PALM COAST, ,FLAGLER,11336,"-81.23000800,29.54926300",17R MN 77716 68863,,,ASSISTED LIVING FACILITY,6,-9042483.127709461,3445742.3885145076
WINDSOR OF PALM COAST,50 TOWN COURT,PALM COAST, ,FLAGLER,11761,"-81.19261500,29.48203300",17R MN 81326 61408,,,ASSISTED LIVING FACILITY,94,-9038311.83311772,3437068.7984130704
ROSE'S ASSISTED LIVING FACILITY,91 LINDSAY DR ,PALM COAST ,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9045898.160974553,3454467.2518486623
PAMPERED PARENTS ALF INC,6 SETON COURT,PALM COAST ,32164,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9035680.842973806,3429190.51020927
STERLING HOUSE OF PALM COAST,3 CLUB HOUSE DRIVE,PALM COAST, ,FLAGLER,9151,"-81.20451900,29.56674400",17R MN 80189 70796,,,ASSISTED LIVING FACILITY,60,-9039645.705169719,3447979.510967149
BRENDLYN ASSISTED LIVING LLC,81 BUTTONWORTH DR,PALM COAST,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9045501.802588264,3451218.672081901
LAS PALMAS RETIREMENT RESIDENCE,70 TOWN COURT,PALM COAST ,32164,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9038244.067006966,3437242.040476648
SUSIE'S HOME,28B KARAT PATH,PALM COAST, ,FLAGLER,12354,"-81.21946700,29.42862500",17R MN 78712 55495,,,ASSISTED LIVING FACILITY,6,-9041281.565075006,3430298.1621957235
BENTON VILLAGE OF PALM COAST,100 MAGNOLIA TRACE WAY,PALM COAST, ,FLAGLER,11267,"-81.21812500,29.44079800",17R MN 78845 56843,,,ASSISTED LIVING FACILITY,80,-9041131.064492742,3431876.0892226873
FLAGLER COUNTY WICKLINE SENIOR CENTER,800 DAYTONA AVE,FLAGLER BEACH,32136,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9031098.899043651,3436310.7368761892
"GENTLE CARE ASSISTED LIVING, INC.",66 BLARE CASTLE DRIVE,PALM COAST, ,FLAGLER,10635,"-81.20381200,29.55377600",17R MN 80255 69359,,,ASSISTED LIVING FACILITY,6,-9039578.657166114,3446345.37845513
"SAM'S ASSISTED LIVING FACILITY, INC, #2",1 PEBBLE WOOD LN,PALM COAST, ,FLAGLER,10049,"-81.21815100,29.53411200",17R MN 78862 67182,,,ASSISTED LIVING FACILITY,6,-9041185.639912123,3443828.458056947
ALF - LEXELLE ASSISTED LIVING FACILITY  INC,66 PATRICK DR,PALM COAST,32164,FLAGLER,,"-81.21991851,29.53806055",17R MN 78691 67620,,,ASSISTED LIVING FACILITY,,-9041359.97101599,3444308.9642219814
"S & B KINGDOM CARE, LLC",53 RIVIERE LN,PALM COAST, ,FLAGLER,12302,"-81.24234400,29.51053300",17R MN 76512 64574,,,ASSISTED LIVING FACILITY,6,-9043840.533891981,3440810.875997466
BROOKDALE PALM COAST,3 CLUB HOUSE DR,PALM COAST,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9039446.370908,3447148.3577194926
MARKET STREET MEMORY CARE RESIDENCE,2 CORPORATE DR,PALM COAST,32137,FLAGLER,,"-81.24219850,29.55265988",17R MN 76536 69242,,,ASSISTED LIVING FACILITY,,-9043840.168045137,3446177.0725555695
"GOOD SAMARITAN CARE CENTER, ALF, INC.",6 RESTON PLACE,PALM COAST, ,FLAGLER,10381,"-81.26108800,29.50803800",17R MN 74695 64302,,,ASSISTED LIVING FACILITY,6,-9045944.878295332,3440500.64157874
SOUTHERN BREEZE LIVING LLC,18 WOODWARD LN,PALM COAST, ,FLAGLER,12111,"-81.26048100,29.54399700",17R MN 74763 68286,,,ASSISTED LIVING FACILITY,5,-9045846.897487063,3445063.1884289156
GOLDEN HOUSE SENIOR LIVING,102 RAE DRIVE,PALM COAST, ,FLAGLER,11494,"-81.22622000,29.51354900",17R MN 78075 64905,,,ASSISTED LIVING FACILITY,6,-9042089.317357434,3441163.262268256
GENTLE CARE ASSISTED LIVING INC II,77-A BRUNSWICK LANE,PALM COAST, ,FLAGLER,11197,"-81.25572100,29.55590400",17R MN 75227 69604,,,ASSISTED LIVING FACILITY,6,-9045375.46610044,3446701.2991155176
CARMELA'S COTTAGE,20 EGRET TRAIL,PALM COAST, ,FLAGLER,11370,"-81.23010100,29.47930300",17R MN 77692 61112,,,ASSISTED LIVING FACILITY,6,-9042493.26175281,3436764.948482608
SOMERSET OF PALM COAST,22 FLAMINGO DR,PALM COAST,32137,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9040548.47403088,3447668.6814880753
GENTLE CARE ASSISTED LIVING 3,27 ROLLING SANDS DR,PALM COAST, ,FLAGLER,12174,"-81.25628000,29.51928200",17R MN 75164 65547,,,ASSISTED LIVING FACILITY,6,-9045407.713378556,3441906.4853853183
M H TENDER CARE IV,29 PRINCE JOHN LANE,PALM COAST ,32164,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9040612.39277519,3442658.353973544
ACUTE CARE PEDIATRICS OF PALM COAST PA,397 PALM COAST PKWY,PALM COAST, ,FLAGLER,108997,"-81.24612900,29.55146200",17R MN 76155 69110,,,RURAL HEALTH CLINIC,0,-9044277.709149005,3446023.783247531
FLAGLER HEALTH AND REHABILITATION CENTER,300 DOCTOR CARTER BLVD,BUNNELL,32110,FLAGLER,ADDED DURING 2018 CFI UPDATE,,,,,INTERMEDIATE CARE FACILITY,,-9044696.253107866,3435596.531077596
FLORIDA HOSPITAL HOSPICECARE,150 MEMORIAL MEDICAL PARKWAY,PALM COAST,32164,FLAGLER,5039096,"-81.18932693,29.47842487",17R MN 81645 61007,,,HOSPICE,8,-9037954.531534621,3436680.8710366683
DIALYSIS CARE CENTER OF PALM COAST LLC,515 PALM COAST PKWY SW,PALM COAST, ,FLAGLER,102867,"-81.24216200,29.55128700",17R MN 76539 69090,,,END-STAGE RENAL DISEASE,0,-9043836.1048375,3446001.3892073045
PALM COAST DIALYSIS,13 KINGSWOOD DR,PALM COAST, ,FLAGLER,102728,"-81.21357400,29.55137400",17R MN 79309 69094,,,END-STAGE RENAL DISEASE,0,-9040653.70326167,3446012.522233615
M H TENDER CARE III,36 BRONSON LN,PALM COAST, ,FLAGLER,12210,"-81.25067800,29.56374300",17R MN 75717 70472,,,ASSISTED LIVING FACILITY,5,-9044766.50214861,3447580.5695051975
BRENDLYN ASSISTED LIVING LLC,9 FIELDSTONE LN,PALM COAST,32137,FLAGLER,,"-81.23097534,29.59839028",17R MN 77633 74307,,,ASSISTED LIVING FACILITY,,-9042590.811069438,3452030.4140822245
