Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
PORT ST. LUCIE HIGH SCHOOL,1201 Jaguar Ln,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.28257965,27.30558503",17R NL 70986 20486,C,3414-501-3003-000-0,PUBLIC SCHOOL,-8937015.886673957,3161702.7121843724
MANATEE K-8 SCHOOL,1450 SW HEATHERWOOD BLVD,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.39557014,27.29915690",17R NL 59809 19715,C,3323-721-0009-000-8,PUBLIC SCHOOL,-8949593.929943219,3160897.42626236
LAWNWOOD ELEMENTARY SCHOOL,1900 S 23RD ST,FORT PIERCE,34950,ST. LUCIE,"-80.34657967,27.42912111",17R NL 64582 34135,C,2416-504-0753-000-3,PUBLIC SCHOOL,-8944140.335564084,3177187.8228431377
DELAWARE AVENUE SCHOOL,2909 DELAWARE AVE,FORT PIERCE,34947,ST. LUCIE,"-80.35480316,27.44332948",17R NL 63761 35705,C,2408-431-0001-000-9,PUBLIC SCHOOL,-8945055.770439195,3178969.935675999
FLORIDA ATLANTIC UNIVERSITY-TREASURE COAST CAMPUS,520 NW CALIFORNIA BLVD,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.39868837,27.32578441",17R NL 59486 22662,T,3323-745-0001-000-6,PUBLIC SCHOOL,-8949941.049914781,3164233.501444687
WHITE CITY ELEMENTARY SCHOOL,905 W 2ND ST,FORT PIERCE,34982,ST. LUCIE,"-80.33510834,27.37159221",17R NL 65749 27768,C,3404-501-0512-000-9,PUBLIC SCHOOL,-8942863.352911387,3169974.4887561593
IMAGINE CHARTER SCHOOLS-NAU CAMPUS,4402 SW YAMADA DR,PORT SAINT LUCIE,34953,ST. LUCIE,"-80.37387147,27.21418277",17R NL 62004 10313, ,4431-501-0001-000-1,PUBLIC SCHOOL,-8947178.44560617,3150256.6353399223
BENNETT C. RUSSELL ELEMENTARY SCHOOL,3740 EXCALIBUR WAY,MILTON,32583,SANTA ROSA,"-87.09459722,30.57128605",16R DU 90929 82095,,30-1N-28-0000-00203-0000,PUBLIC SCHOOL,-9695326.213473966,3577196.7444034764
HOLLEY-NAVARRE MIDDLE SCHOOL,1976 WILLIAMS CREEK DR,NAVARRE,32566,SANTA ROSA,"-86.88939366,30.40632448",16R EU 10624 63815,,19-2S-26-0000-00101-0000,PUBLIC SCHOOL,-9672483.05780656,3555886.722845178
CAPSTONE ACADEMY MILTON CHARTER SCHOOL,5308 STEWART ST,MILTON,32570,SANTA ROSA,"-87.04265148,30.62745529",16R DU 95912 88316,,,PUBLIC SCHOOL,-9689543.640287418,3584461.048200584
HOBBS MIDDLE SCHOOL,5317 GLOVER LN,MILTON,32570,SANTA ROSA,"-87.06517496,30.62851437",16R DU 93754 88434,,05-1N-28-0000-00200-0000,PUBLIC SCHOOL,-9692050.94205572,3584598.057706145
PACE HIGH SCHOOL,4065 NORRIS RD,MILTON,32571,SANTA ROSA,"-87.15393264,30.61392485",16R DU 85245 86826,,09-1N-29-0000-03100-0000,PUBLIC SCHOOL,-9701931.401667504,3582710.7859255704
LEARNING ACADEMY OF SANTA ROSA,5880 N STEWART ST,MILTON,32570,SANTA ROSA,"-87.04455284,30.64846299",16R DU 95731 90644, ,34-2N-28-2470-02100-0010,PUBLIC SCHOOL,-9689755.298846295,3587179.03263986
MILTON HIGH SCHOOL,5445 STEWART ST,MILTON,32570,SANTA ROSA,"-87.04435940,30.63262878",16R DU 95749 88889,C,34-2N-28-0000-09100-0000,PUBLIC SCHOOL,-9689733.765066748,3585130.340379754
BERRYHILL ADMINISTRATIVE COMPLEX,6751 BERRYHILL ST,MILTON,32570,SANTA ROSA,"-87.04082925,30.62446375",16R DU 96087 87985,C,03-1N-28-2530-07300-0010,PUBLIC SCHOOL,-9689340.790346056,3584074.0486126775
T. R. JACKSON PREK CENTER,4950 SUSAN ST,MILTON,32570,SANTA ROSA,"-87.04249820,30.61483626",16R DU 95926 86918,,03-1N-28-0720-00200-0010,PUBLIC SCHOOL,-9689526.577274064,3582828.6766520836
THOMAS L. SIMS MIDDLE SCHOOL,5500 EDUCATION DR,MILTON,32571,SANTA ROSA,"-87.16816693,30.63548777",16R DU 83885 89218,,32-2N-29-0000-01104-0000,PUBLIC SCHOOL,-9703515.956334298,3585500.223472704
WOODLAWN BEACH MIDDLE SCHOOL,1500 WOODLAWN WAY,GULF BREEZE,32563,SANTA ROSA,"-87.00922394,30.39194145",16R DU 99113 62216,,25-2S-28-0000-00101-0000,PUBLIC SCHOOL,-9685822.503155764,3554030.407670392
GULF BREEZE ELEMENTARY SCHOOL,549 GULF BREEZE PKWY,GULF BREEZE,32561,SANTA ROSA,"-87.16931334,30.36085018",16R DU 83729 58783,C,04-3S-29-0000-00500-0000,PUBLIC SCHOOL,-9703643.573591629,3550018.6117325015
SANTA ROSA ADULT SCHOOL,5330 BERRYHILL RD,MILTON,32570,SANTA ROSA,"-87.09971858,30.64807019",16R DU 90445 90604,,25-2N-29-0000-00121-0000,PUBLIC SCHOOL,-9695896.320096172,3587128.2060605986
WEST NAVARRE PRIMARY SCHOOL,1955 LOWE RD,NAVARRE,32566,SANTA ROSA,"-86.91911025,30.40530029",16R EU 07769 63700,,23-2S-27-0000-02673-0000,PUBLIC SCHOOL,-9675791.092678832,3555754.528491756
GULF BREEZE MIDDLE SCHOOL,649 GULF BREEZE PKWY,GULF BREEZE,32561,SANTA ROSA,"-87.16844856,30.35908423",16R DU 83812 58587,C,04-3S-29-0000-00500-0000,PUBLIC SCHOOL,-9703547.306837045,3549790.784984743
BAGDAD ELEMENTARY SCHOOL,4512 FORSYTH ST,MILTON,32583,SANTA ROSA,"-87.02970483,30.59841029",16R DU 97152 85097,,15-1N-28-0120-01800-0010,PUBLIC SCHOOL,-9688102.426009504,3580704.16539592
PEA RIDGE ELEMENTARY SCHOOL,4775 SCHOOL LN,MILTON,32571,SANTA ROSA,"-87.11192045,30.60865763",16R DU 89272 86238,,12-1N-29-0000-00289-0000,PUBLIC SCHOOL,-9697254.626478968,3582029.498932542
JAY HIGH SCHOOL,3741 SCHOOL ST,JAY,32565,SANTA ROSA,"-87.15834303,30.94162141",16R DV 84874 23142,,19-5N-29-0000-06900-0000,PUBLIC SCHOOL,-9702422.36419881,3625169.890358287
S. S. DIXON PRIMARY SCHOOL,4585 S S DIXON RD,MILTON,32571,SANTA ROSA,"-87.15416349,30.60308228",16R DU 85222 85624,,16-1N-29-0000-02200-0000,PUBLIC SCHOOL,-9701957.100308182,3581308.3972029737
BERRYHILL ELEMENTARY SCHOOL,4900 BERRYHILL RD,MILTON,32570,SANTA ROSA,"-87.11688078,30.64740999",16R DU 88801 90532,,26-2N-29-0000-00201-0000,PUBLIC SCHOOL,-9697806.808467016,3587042.7804497383
ORIOLE BEACH ELEMENTARY SCHOOL,1260 ORIOLE BEACH RD,GULF BREEZE,32563,SANTA ROSA,"-87.09421842,30.38370506",16R DU 90948 61307,,31-2S-28-0000-00201-0000,PUBLIC SCHOOL,-9695284.045580482,3552967.5184894716
HOLLY NAVARRE PRIMARY SCHOOL,8019 ESCOLA ST,NAVARRE,32566,SANTA ROSA,"-86.88795601,30.40622425",16R EU 10762 63805,,19-2S-26-0000-00101-0000,PUBLIC SCHOOL,-9672323.018589536,3555873.7856928697
HOLLEY-NAVARRE INTERMEDIATE SCHOOL,1936 NAVARRE SCHOOL RD,NAVARRE,32566,SANTA ROSA,"-86.88735868,30.40453747",16R EU 10819 63618,,19-2S-26-0000-00101-0000,PUBLIC SCHOOL,-9672256.524128212,3555656.071779174
WEST NAVARRE INTERMEDIATE SCHOOL,1970 COTTON BAY LN,NAVARRE,32566,SANTA ROSA,"-86.93259203,30.40704765",16R EU 06474 63892,,23-2S-27-0000-02684-0000,PUBLIC SCHOOL,-9677291.87853003,3555980.065301866
MARTIN LUTHER KING MIDDLE SCHOOL,5928 N STEWART ST,MILTON,32570,SANTA ROSA,"-87.04427379,30.65049437",16R DU 95758 90869,,27-2N-28-0000-00106-0000,PUBLIC SCHOOL,-9689724.234978978,3587441.8840119187
CENTRAL HIGH SCHOOL,6180 CENTRAL SCHOOL RD,MILTON,32570,SANTA ROSA,"-87.07539136,30.76370121",16R DV 92784 03417,,17-3N-28-0000-00400-0000,PUBLIC SCHOOL,-9693188.226565246,3602099.120936067
W. H. RHODES ELEMENTARY SCHOOL,5563 BYROM ST,MILTON,32570,SANTA ROSA,"-87.04797269,30.63737371",16R DU 95402 89415,,33-2N-28-0000-05100-0000,PUBLIC SCHOOL,-9690135.994765628,3585744.2235782794
GULF BREEZE HIGH SCHOOL,675 GULF BREEZE PKWY,GULF BREEZE,32561,SANTA ROSA,"-87.16741960,30.35778683",16R DU 83910 58443,C,04-3S-29-0000-00500-0000,PUBLIC SCHOOL,-9703432.764036767,3549623.4090328296
SANTA ROSA COUNTY SUPERINTENDENT'S OFFICE,5086 CANAL ST,MILTON,32570,SANTA ROSA,"-87.03862561,30.61947416",16R DU 96298 87431,C,03-1N-28-2530-02700-0010,PUBLIC SCHOOL,-9689095.48270149,3583428.6007936886
EAST MILTON ELEMENTARY SCHOOL,5156 WARD BASIN RD,MILTON,32583,SANTA ROSA,"-87.01987857,30.62209405",16R DU 98094 87721,C,02-1N-28-0000-05900-0000,PUBLIC SCHOOL,-9687008.571696574,3583767.5026124613
CHUMUCKLA ELEMENTARY SCHOOL,2312 HWY 182,JAY,32565,SANTA ROSA,"-87.22287707,30.77980103",16R DV 78674 05220,,14-3N-30-0000-00700-0000,PUBLIC SCHOOL,-9709606.261141447,3604185.0130962017
JAY ELEMENTARY SCHOOL,13833 ALABAMA ST,JAY,32565,SANTA ROSA,"-87.15774572,30.94014123",16R DV 84931 22978,,19-5N-29-0000-06900-0000,PUBLIC SCHOOL,-9702355.872473432,3624977.7801053897
AVALON MIDDLE SCHOOL,5445 KING ARTHUR'S WAY,MILTON,32583,SANTA ROSA,"-87.09717294,30.57080571",16R DU 90681 82042,,30-1N-28-0000-00202-0000,PUBLIC SCHOOL,-9695612.941389466,3577134.640180311
S. S. DIXON INTERMEDIATE SCHOOL,5540 EDUCATION DR,MILTON,32571,SANTA ROSA,"-87.16587498,30.63754792",16R DU 84104 89445,,32-2N-29-0000-01103-0000,PUBLIC SCHOOL,-9703260.817817038,3585766.7618511124
NAVARRE HIGH SCHOOL,8600 HIGH SCHOOL BLVD,NAVARRE,32566,SANTA ROSA,"-86.86220770,30.42319189",16R EU 13233 65688,,16-2S-26-0000-00101-0000,PUBLIC SCHOOL,-9669456.730419466,3558064.0279937466
NORTH PORT HIGH SCHOOL,6400 W PRICE BLVD,NORTH PORT,34286,SARASOTA,"-82.22479357,27.07419655",17R LK 78556 95244,C,0975-00-1000,PUBLIC SCHOOL,-9153222.150874835,3132744.68936495
IMAGINE SCHOOL AT PALMER RANCH,6220 MCINTOSH RD,SARASOTA,34238,SARASOTA,"-82.48191652,27.26340659",17R LL 53305 16479, ,0099-09-1001,PUBLIC SCHOOL,-9181844.94684774,3156419.6417524265
VENICE MIDDLE SCHOOL,1900 CENTER RD,VENICE,34293,SARASOTA,"-82.35356348,27.07691486",17R LK 65790 95676,C,0441-01-0002,PUBLIC SCHOOL,-9167556.75168624,3133084.5350985723
PINEVIEW SCHOOL FOR THE GIFTED,501 OLD VENICE RD,OSPREY,34229,SARASOTA,"-82.47938374,27.18634012",17R LL 53455 07938,C,0150-03-0001,PUBLIC SCHOOL,-9181562.999282924,3146771.8358232058
YMCA TRIAD,4430 BENEVA RD,SARASOTA,34231,SARASOTA,"-82.49838711,27.29030413",17R LL 51711 19478,C,0073-09-0001,PUBLIC SCHOOL,-9183678.444551783,3159788.4675521133
SARASOTA ACADEMY OF THE ARTS,4466 FRUITVILE RD,SARASOTA,34232,SARASOTA,"-82.47811807,27.33744938",17R LL 53779 24678, ,0045-04-0043,PUBLIC SCHOOL,-9181422.105543599,3165695.220316787
TAYLOR RANCH ELEMENTARY SCHOOL,2500 TAYLOR RANCH TRL,VENICE,34293,SARASOTA,"-82.35955457,27.04442727",17R LK 65157 92083,C,0464-00-1001,PUBLIC SCHOOL,-9168223.676630199,3129023.4466242697
SUNCOAST POLYTECHNICAL HIGH SCHOOL,4650 BENEVA RD,SARASOTA,34231,SARASOTA,"-82.49904849,27.28697942",17R LL 51641 19111,C,0073-09-0001,PUBLIC SCHOOL,-9183752.06853635,3159372.015182602
BOOKER HIGH SCHOOL,3201 N ORANGE AVE,SARASOTA,34234,SARASOTA,"-82.53918625,27.36568977",17R LL 47775 27879,C,2020-03-0005,PUBLIC SCHOOL,-9188220.184046889,3169234.616009935
GARDEN ELEMENTARY SCHOOL,700 CENTER RD,VENICE,34293,SARASOTA,"-82.39968846,27.07762780",17R LK 61216 95805,C,0435-01-0001,PUBLIC SCHOOL,-9172691.360379944,3133173.6693984303
SUNCOAST SCHOOL FOR INNOVATIVE STUDIES - ELEMENTARY SCHOOL CAMPUS,845 S SCHOOL AVE,SARASOTA,34237,SARASOTA,"-82.52554859,27.32753360",17R LL 49073 23636, ,2034-06-0034,PUBLIC SCHOOL,-9186702.046150045,3164452.6789910235
LAUREL NOKOMIS SCHOOL,1900 E LAUREL RD,NOKOMIS,34275,SARASOTA,"-82.42640095,27.13566326",17R LL 58640 02263,C,0385-03-0001,PUBLIC SCHOOL,-9175664.981579652,3140431.3284932585
BRENTWOOD ELEMENTARY SCHOOL,2500 VINSON AVE,SARASOTA,34232,SARASOTA,"-82.47432065,27.31064197",17R LL 54119 21703,C,0062-06-0072,PUBLIC SCHOOL,-9180999.377803968,3162336.2546109203
THE FLORIDA CENTER FOR CHILD AND FAMILY DEVELOPMENT,4620 17TH ST,SARASOTA,34235,SARASOTA,"-82.47540329,27.34809310",17R LL 54061 25854,,,PUBLIC SCHOOL,-9181119.89666391,3167029.1017975016
GOCIO ELEMENTARY SCHOOL,3450 GOCIO RD,SARASOTA,34235,SARASOTA,"-82.50010001,27.36280000",17R LL 51638 27512,C,0030-09-0001,PUBLIC SCHOOL,-9183869.123187654,3168872.39692693
WOODLAND MIDDLE SCHOOL,2700 PANACEA BLVD,NORTH PORT,34289,SARASOTA,"-82.11782710,27.08445579",17R LK 89173 96281,C,1111-00-3100,PUBLIC SCHOOL,-9141314.697435953,3134027.351946682
TOLEDO BLADE ELEMENTARY SCHOOL,1201 GERANIUM AVE,NORTH PORT,34288,SARASOTA,"-82.14791649,27.06672438",17R LK 86172 94344,C,1118-16-8641,PUBLIC SCHOOL,-9144664.23360299,3131810.554696744
ISLAND VILLAGE MONTESSORI SCHOOL,2001 PINEBROOK RD,VENICE,34285,SARASOTA,"-82.41900637,27.12474521",17R LL 59360 01046, ,0386-09-0002,PUBLIC SCHOOL,-9174841.82054792,3139065.6774147456
GULF GATE ELEMENTARY SCHOOL,6500 S LOCKWOOD RIDGE RD,SARASOTA,34231,SARASOTA,"-82.50894353,27.26102690",17R LL 50627 16247,C,0102-03-0001,PUBLIC SCHOOL,-9184853.579634827,3156121.633862642
LAMARQUE ELEMENTARY SCHOOL,3415 LAMARQUE AVE,NORTH PORT,34286,SARASOTA,"-82.18636694,27.09730464",17R LK 82390 97767,C,0958-06-8219,PUBLIC SCHOOL,-9148944.517410634,3135633.9467396596
SARASOTA COUNTY TECHNICAL INSTITUTE,4748 BENEVA RD,SARASOTA,34231,SARASOTA,"-82.49959476,27.28569667",17R LL 51585 18969,C,0073-09-0001,PUBLIC SCHOOL,-9183812.879229464,3159211.34145887
VENICE YMCA,701 CENTER RD,VENICE,34292,SARASOTA,"-82.39976944,27.08005500",17R LK 61211 96073,,,PUBLIC SCHOOL,-9172700.376099015,3133477.1285510208
STUDENT LEADERSHIP ACADEMY,200 E FIELD AVE,VENICE,34285,SARASOTA,"-82.44205041,27.08141464",17R LK 57020 96271, ,0430-10-0027,PUBLIC SCHOOL,-9177407.071192851,3133647.1200016355
EMMA E. BOOKER ELEMENTARY SCHOOL,2350 DR MARTIN LUTHER KING WAY,SARASOTA,34234,SARASOTA,"-82.52327387,27.35782232",17R LL 49339 26988,C,0043-03-0004,PUBLIC SCHOOL,-9186448.825694334,3168248.4905277523
SARASOTA SCHOOL OF ARTS AND SCIENCES,645 CENTRAL AVE,SARASOTA,34236,SARASOTA,"-82.54301671,27.34203259",17R LL 47364 25263, ,2026-05-0102,PUBLIC SCHOOL,-9188646.58849872,3166269.577454925
BAY HAVEN SCHOOL OF BASICS PLUS,2901 W TAMIAMI CIR,SARASOTA,34234,SARASOTA,"-82.55129990,27.36202363",17R LL 46572 27488,C,2005-10-0024,PUBLIC SCHOOL,-9189568.669594998,3168775.0846736357
VENICE ELEMENTARY SCHOOL,150 E MIAMI AVE,VENICE,34285,SARASOTA,"-82.44178090,27.09801798",17R LK 57068 98110,C,0408-06-0001,PUBLIC SCHOOL,-9177377.06946465,3135723.146986708
MCINTOSH MIDDLE SCHOOL,701 S MCINTOSH RD,SARASOTA,34232,SARASOTA,"-82.47135778,27.32917347",17R LL 54437 23753,C,0050-02-0001,PUBLIC SCHOOL,-9180669.553117884,3164658.16316312
PHILLIPPI SHORES ELEMENTARY SCHOOL,4747 S TAMIAMI TRL,SARASOTA,34231,SARASOTA,"-82.52825488,27.28547107",17R LL 48748 18979,C,0075-13-0001,PUBLIC SCHOOL,-9187003.308974756,3159183.08317565
ALTA VISTA ELEMENTARY SCHOOL,1050 S EUCLID ST,SARASOTA,34237,SARASOTA,"-82.51887220,27.32486235",17R LL 49730 23332,C,2034-10-0001,PUBLIC SCHOOL,-9185958.834140936,3164117.9657136323
OAK PARK HIGH SCHOOL,7285 PROCTOR RD,SARASOTA,34241,SARASOTA,"-82.42567329,27.28810461",17R LL 58905 19151,C,0260-03-0031,PUBLIC SCHOOL,-9175583.97938362,3159512.9544799877
TUTTLE ELEMENTARY SCHOOL,2863 8TH ST,SARASOTA,34237,SARASOTA,"-82.51266449,27.34402947",17R LL 50369 25448,C,2030-04-0001,PUBLIC SCHOOL,-9185267.794903802,3166519.828004859
LAKEVIEW ELEMENTARY SCHOOL,7299 PROCTOR RD,SARASOTA,34241,SARASOTA,"-82.42780328,27.28654073",17R LL 58692 18980,C,0260-03-0031,PUBLIC SCHOOL,-9175821.088032173,3159317.065327969
SARASOTA SUNCOAST ACADEMY,8084 HAWKINS RD,SARASOTA,34241,SARASOTA,"-82.41142047,27.26094246",17R LL 60282 16125, ,0282-00-3000,PUBLIC SCHOOL,-9173997.36276595,3156111.058694495
FRUITVILLE ELEMENTARY SCHOOL,601 HONORE AVE,SARASOTA,34232,SARASOTA,"-82.46321691,27.33152917",17R LL 55245 24004,C,0047-13-0005,PUBLIC SCHOOL,-9179763.315733861,3164953.3491781205
ATWATER ELEMENTARY SCHOOL,4701 HUNTSVILLE AVE,NORTH PORT,34288,SARASOTA,"-82.10822677,27.06367958",17R LK 90105 93971,C,1122-01-0001,PUBLIC SCHOOL,-9140245.993438236,3131429.925677354
CRANBERRY ELEMENTARY SCHOOL,2775 SHALIMAR TERR,NORTH PORT,34286,SARASOTA,"-82.18863966,27.05660484",17R LK 82123 93261,C,0989-15-0010,PUBLIC SCHOOL,-9149197.516145682,3130545.5571938064
SARASOTA HIGH SCHOOL,1000 S SCHOOL AVE,SARASOTA,34237,SARASOTA,"-82.52489883,27.32518704",17R LL 49134 23375,C,2034-10-0001,PUBLIC SCHOOL,-9186629.715317346,3164158.649608547
SARASOTA MILITARY ACADEMY PREP,3101 BETHEL LN,SARASOTA, ,SARASOTA,"-82.39941591,27.33936890",17R LL 61567 24800,,,PUBLIC SCHOOL,-9172661.020689113,3165935.767350246
ENGLEWOOD ELEMENTARY SCHOOL,150 N MCCALL RD,ENGLEWOOD,34223,SARASOTA,"-82.35793715,26.96516500",17R LK 65223 83301,C,0497-10-0001,PUBLIC SCHOOL,-9168043.626232278,3119120.249786853
RIVERVIEW HIGH SCHOOL,1 RAM WAY,SARASOTA,34231,SARASOTA,"-82.51965266,27.28258674",17R LL 49595 18649,C,0085-01-0046,PUBLIC SCHOOL,-9186045.714585971,3158821.807573627
SARASOTA MIDDLE SCHOOL,4826 ASHTON RD,SARASOTA,34233,SARASOTA,"-82.47124097,27.27510974",17R LL 54378 17763,C,0092-02-0001,PUBLIC SCHOOL,-9180656.549368026,3157885.321291751
HERON CREEK MIDDLE SCHOOL,6501 W PRICE BLVD,NORTH PORT,34287,SARASOTA,"-82.22749775,27.06905227",17R LK 78282 94676,C,0975-00-1000,PUBLIC SCHOOL,-9153523.178442666,3132101.56966323
VENICE SENIOR HIGH SCHOOL,1 INDIAN AVE,VENICE,34285,SARASOTA,"-82.44146109,27.09521621",17R LK 57096 97800,C,0408-06-0001,PUBLIC SCHOOL,-9177341.468663631,3135372.8006298863
SARASOTA MILITARY ACADEMY,801 N ORANGE AVE,SARASOTA,34236,SARASOTA,"-82.53888093,27.34377002",17R LL 47776 25450, ,2026-03-0003,PUBLIC SCHOOL,-9188186.195779722,3166487.314103275
WILKINSON ELEMENTARY SCHOOL,3400 WILKINSON RD,SARASOTA,34231,SARASOTA,"-82.50030183,27.28919322",17R LL 51520 19358,C,0073-01-0002,PUBLIC SCHOOL,-9183891.589872446,3159649.3136977097
ASHTON ELEMENTARY SCHOOL,5110 ASHTON RD,SARASOTA,34233,SARASOTA,"-82.46736181,27.27818065",17R LL 54766 18099,C,0091-09-0001,PUBLIC SCHOOL,-9180224.723366687,3158269.9420357766
SARASOTA COUNTY SUPERINTENDENT'S OFFICE,1950 LANDINGS BLVD,SARASOTA,34231,SARASOTA,"-82.53184441,27.27970074",17R LL 48385 18344,C,0083-09-0002,PUBLIC SCHOOL,-9187402.89366333,3158460.332346284
SOUTHSIDE ELEMENTARY SCHOOL,1901 WEBBER ST,SARASOTA,34239,SARASOTA,"-82.53186809,27.30878565",17R LL 48422 21566,C,2038-16-0040,PUBLIC SCHOOL,-9187405.530223304,3162103.688145512
BOOKER MIDDLE SCHOOL,2250 MYRTLE ST,SARASOTA,34234,SARASOTA,"-82.52367058,27.36764463",17R LL 49313 28077,C,0027-11-0001,PUBLIC SCHOOL,-9186492.986912394,3169479.6543509034
GLENALLEN ELEMENTARY SCHOOL,7050 GLENALLEN BLVD,NORTH PORT,34287,SARASOTA,"-82.23758301,27.07576356",17R LK 77289 95430,C,0973-17-3233,PUBLIC SCHOOL,-9154645.8644026,3132940.597349893
CHILDREN FIRST,1723 N ORANGE AVE,SARASOTA,34234,SARASOTA,"-82.53928405,27.35279958",17R LL 47748 26451,,,PUBLIC SCHOOL,-9188231.070980623,3167618.96342326
BROOKSIDE MIDDLE SCHOOL,3636 S SHADE AVE,SARASOTA,34239,SARASOTA,"-82.52507721,27.30055021",17R LL 49083 20646,C,0057-11-0062,PUBLIC SCHOOL,-9186649.572205618,3161071.9698297773
TATUM RIDGE ELEMENTARY SCHOOL,4100 TATUM RD,SARASOTA,34240,SARASOTA,"-82.41947804,27.32584762",17R LL 59566 23325,C,0235-02-0400,PUBLIC SCHOOL,-9174894.326971004,3164241.421008889
IMAGINE SCHOOL AT NORTH PORT,1000 INNOVATION AVE,NORTH PORT,34289,SARASOTA,"-82.15620196,27.08888666",17R LK 85372 96807, ,0961-13-0340,PUBLIC SCHOOL,-9145586.567388566,3134581.357966382
COMMUNITY HAVEN FOR ADULTS AND CHILDREN WITH DISABILITIES,4405 DESOTO RD,SARASOTA,34235,SARASOTA,"-82.47083155,27.38178628",17R LL 54557 29581,,,PUBLIC SCHOOL,-9180610.973936588,3171252.411650198
BOYS TOWN,975 OKLAHOMA ST,OVIEDO, ,SEMINOLE,"-81.17788521,28.68542122",17R MM 82621 73146,,,PUBLIC SCHOOL,-9036680.845574291,3335667.8082785257
PARTIN ELEMENTARY SCHOOL,1500 TWIN RIVERS BLVD,OVIEDO,32766,SEMINOLE,"-81.15625266,28.64980008",17R MM 84729 69197,,192132300004D0000,PUBLIC SCHOOL,-9034272.720725153,3331148.491434262
FOREST CITY ELEMENTARY SCHOOL,1010 SAND LAKE RD,ALTAMONTE SPRINGS,32714,SEMINOLE,"-81.42391957,28.67847680",17R MM 58582 72437,,09212930001900000,PUBLIC SCHOOL,-9064069.26442892,3334786.637370286
SCPS CONSEQUENCE UNIT,1151 E 28TH ST,SANFORD,32773,SEMINOLE,"-81.25524436,28.77699780",17R MM 75086 83306,M,06203130000105340,PUBLIC SCHOOL,-9045292.4261805,3347293.353663084
CARILLON ELEMENTARY SCHOOL,3200 LOCKWOOD BLVD,OVIEDO,32765,SEMINOLE,"-81.18195584,28.62560012",17R MM 82214 66520,,352131300001S0000,PUBLIC SCHOOL,-9037133.985970274,3328079.076890572
CROOMS ACADEMY OF INFORMATION TECHNOLOGY,2200 W 13TH ST,SANFORD,32771,SEMINOLE,"-81.29008438,28.80221042",17R MM 71692 86107,C,2619305AE93000000,PUBLIC SCHOOL,-9049170.799434118,3350495.8585386937
WALKER ELEMENTARY SCHOOL,3101 SNOW HILL RD,OVIEDO,32766,SEMINOLE,"-81.12786665,28.64782367",17R MM 87503 68975,,202132300003A0000,PUBLIC SCHOOL,-9031112.804434156,3330897.786830664
MILLENNIUM MIDDLE SCHOOL,21 LAKEVIEW AVE,SANFORD,32773,SEMINOLE,"-81.28431469,28.77554375",17R MM 72248 83151,C,02203030005100000,PUBLIC SCHOOL,-9048528.520857798,3347108.683615298
ROCK LAKE MIDDLE SCHOOL,250 SLADE DR,LONGWOOD,32750,SEMINOLE,"-81.37113954,28.70514432",17R MM 63748 75375,,36202930001200000,PUBLIC SCHOOL,-9058193.81853115,3338170.773354766
INDIAN TRAILS MIDDLE SCHOOL,415 TUSKAWILLA RD,WINTER SPRINGS,32708,SEMINOLE,"-81.26387817,28.68756460",17R MM 74221 73399,,0121305BH0000004C,PUBLIC SCHOOL,-9046253.537713593,3335939.792026193
LAWTON ELEMENTARY SCHOOL,151 GRAHAM AVE,OVIEDO,32765,SEMINOLE,"-81.21081924,28.66841565",17R MM 79401 71267,,15213150803000010,PUBLIC SCHOOL,-9040347.04448252,3333510.090505913
GOLDSBORO ELEMENTARY SCHOOL,1300 W 20TH ST,SANFORD,32771,SEMINOLE,"-81.28250486,28.79559156",17R MM 72430 85371,,351930300001A0000,PUBLIC SCHOOL,-9048327.050902598,3349655.0563810673
MIDWAY ELEMENTARY SCHOOL,2368 BRISSON AVE,SANFORD,32771,SEMINOLE,"-81.24062183,28.78857810",17R MM 76515 84585,,,PUBLIC SCHOOL,-9043664.653548941,3348764.1858883435
WOODLANDS ELEMENTARY SCHOOL,1420 EE WILLIAMSON RD,LONGWOOD,32750,SEMINOLE,"-81.37131471,28.71586994",17R MM 63735 76563,,25202930001200000,PUBLIC SCHOOL,-9058213.318802044,3339532.1097304164
STENSTROM ELEMENTARY SCHOOL,1800 ALAFAYA WOODS BLVD,OVIEDO,32765,SEMINOLE,"-81.19094753,28.65354413",17R MM 81340 69617,,232131300004B0000,PUBLIC SCHOOL,-9038134.935673958,3331623.4338515326
GALILEO SCHOOL FOR GIFTED LEARNING,2251 JITWAY AVE,SANFORD,32771,SEMINOLE,"-81.22743219,28.78894931",17R MM 77803 84624,C,33193130012200000,PUBLIC SCHOOL,-9042196.38937568,3348811.3362356904
UCP SEMINOLE CHILD DEVELOPMENT,3590 N HWY 17-92 STE 1038,LAKE MARY,32746,SEMINOLE,"-81.30604519,28.73623287",17R MM 70115 78801, ,22203051700000160,PUBLIC SCHOOL,-9050947.548692241,3342117.033239582
BEAR LAKE ELEMENTARY SCHOOL,3399 GLEAVES CT,APOPKA,32703,SEMINOLE,"-81.44929491,28.66649688",17R MM 56098 71119,,18212930000300000,PUBLIC SCHOOL,-9066894.034558441,3333266.6526353452
